,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
45,GRADY GENERAL HOSPITAL,Our Leadership | Grady Health,https://www.gradyhealth.org/about-us/our-leadership/,none found,Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"Carrie Harris-Muller, Senior Vice President and Chief Population Health Officer",Grady Careers - Find Your Next Career Opportunity,https://www.gradyhealth.org/careers/,none found
46,SOUTH GEORGIA MEDICAL CENTER,SGMC Health | Remarkable People. Extraordinary Care. Human ...,https://www.sgmc.org/,none found,Morehouse School of Medicine - MSM - Atlanta,https://www.msm.edu/,none found,South Georgia Medical Center Community Health Needs ...,https://www.sgmc.org/wp-content/uploads/2020/07/SGMC-2019-CHNA-for-MAIN.pdf,none found
47,WAYNE MEMORIAL HOSPITAL,"Leader at Wayne Memorial Community Health Centers, Norma ...",https://www.porh.psu.edu/leader-at-wayne-memorial-community-health-centers-norma-nocilla-receives-community-rural-health-leader-of-the-year-award/,"Lisa Davis, Director of PORH and Outreach Associate Professor of Health Policy and Administration",Population Health Team | AHA,https://www.aha.org/center/population-health/about,"Natalie Dean-Wood, Director, Public Health Division
Troy DeDecker, President-Central Region
Andrés González, VP, Community Engagement & Chief Diversity Officer
Nicole Harris-Hollingsworth, VP, Social Determinants of Health
Peter Holtgrave, Senior Director, Public Health Infrastructure and Systems
Ji Im, System Senior Director, Community and Population Health
Kristin (Kris) Juliar, Consultant
Carey Justice Rothschild, Director, Community Health Policy and Strategy
Lara Khouri, EVP, Chief Strategy and Transformation Officer
Onora Lien, Executive Director
Nancy Lim, Director, Community Health Improvement
Petrina Martin Cherry, VP, Community Engagement & External Affairs
Lisa Nichols, Assistant VP, Community Health
Marcos Pesquera, System VP, Health Equity, Diversity & Inclusion and Community Benefit
Raahat Ansari, Senior Program Manager
Samantha Borow, Program Manager
Inez Candelario, Program Specialist
Danielle Coglianese, Senior Program Manager
Ashley Hofmann, Senior Program Manager
Andrew Jager, Director, Population Health
Nancy Myers, VP, Leadership and System Innovation
Adam Schrag, Senior Communications Specialist
Sean Thornton, Program Manager
Caroline Vianna, Program Manager",IU Health Leadership | IU Health,https://iuhealth.org/about-our-system/iu-health-leadership,none found
48,FAIRVIEW PARK HOSPITAL,Hospital Leadership | Fairview Park Hospital,https://fairviewparkhospital.com/about/hospital-leadership.dot,"Unusual behavior notice: Webpage: 
 The target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request, and the server is unwilling to supply a default representation..",HCA Healthcare: Giving People A Healthier Tomorrow,https://hcahealthcare.com/,"Unusual behavior notice: Webpage: 
 HTTP Status 406 – Not Acceptable Type Status Report Description The target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request, and the server is unwilling to supply a default representation. Apache Tomcat/8.5.32.",About | Fairview Park Hospital,https://fairviewparkhospital.com/about/,none found
49,MEADOWS REGIONAL MEDICAL CENTER,Renown Leadership | Renown Health,https://www.renown.org/About/Leadership,"Bethany Sexton, MBA Chief Executive Officer, Hometown Health
, Gregory Walaitis, MA CHIEF DEVELOPMENT OFFICER",Who We Are | Population Health | Providence,https://www.providence.org/about/initiatives/population-health/who-we-are,"Dr. Rhonda Medows, President, Providence Population Health Management, CEO, Ayin Health Solutions
Tammy Wintrode, Senior Executive Assistant, Population Health Management
Angela Marith, Chief of Staff, Population Health Management
Robert Sheveland, Interim Chief Contracting Officer, Population Health
Deepak Sadagopan, Senior Vice President, Value Based Care & Population Health Informatics
Roger Dowdy, Vice President, Mental Health Strategy
Daneen Calvin, Chief Mission Officer, Population Health Management
Ruth Krystopolski, President, Ayin Health Solutions",Executive Leadership Team at Allina Health,https://www.allinahealth.org/about-us/leadership,"Hsieng Su MD, Senior Vice President Chief Medical Executive 
Dominica Tallarico, Executive Vice President and Chief Operating Officer 
Elizabeth Truesdell Smith JD MPH, Senior Vice President General Counsel and Secretary to the Allina Health Board of Directors"
50,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,St. Francis Hospital hosts Emory Healthcare and LifePoint Health ...,https://news.emory.edu/stories/2020/02/st_francis_brand_unveil_ehc_lifepoint_jv/index.html,none found,"Careers, Job Openings and Employee Benefits at Emory Healthcare",https://www.emoryhealthcare.org/careers,none found,February 2020 Stories | Emory University | Atlanta GA,https://news.emory.edu/stories/2020/02/index.html,none found
51,IRWIN COUNTY HOSPITAL,Irwin Army Community Hospital > About Us > Leadership,https://irwin.tricare.mil/About-Us/Leadership,none found,Media invited Wednesday to observe best leaders competing at Fort ...,https://www.1id.army.mil/Newsroom/Display/Article/3351344/media-invited-wednesday-to-observe-best-leaders-competing-at-fort-riley/,none found,"How Healthy Is Irwin County, Georgia? | US News Healthiest ...",https://www.usnews.com/news/healthiest-communities/georgia/irwin-county,"Unusual behavior notice: Webpage: 
 SecurityCompromiseError Domain www.usnews.com blocked until Mon Jul 29 2024 03:20:23 GMT+0000 Coordinated Universal Time due to previous abuse found on https://www.usnews.com/news DDoS attack suspected Too many requests."
52,MEMORIAL HOSPITAL AND MANOR,Administrative Fellowship,https://www.mhs.net/careers/administrative-fellowship,none found,2019 Community Health Needs Assessment,https://www.mh-m.org/wp-content/uploads/2021/06/2019-Community-Needs-Assessment1.pdf,none found,About,https://www.mhs.net/about,none found
53,TAYLOR REGIONAL HOSPITAL,Case Study: Taylor Regional Hospital's Van Program Increases ...,https://www.aha.org/news/insights-and-analysis/2018-01-18-case-study-taylor-regional-hospitals-van-program-increases,none found,Taylor Regional Hospital,https://www.trhosp.org/,none found,Taylor Regional Hospital rebounds and expands with UGA partnership,https://www.archwaypartnership.uga.edu/taylor-regional-hospital-rebounds-and-expands-following-partnership-with-uga/,none found
54,EVANS MEMORIAL HOSPITAL,Services | Evans Memorial Hospital,https://www.evansmemorialhospital.org/services,none found,Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,none found,Evans Army Community Hospital,https://evans.tricare.mil/,"**Dr. (LTC) Michael J. O'Brien, Chief, Population Health Management**"
55,WELLSTAR COBB HOSPITAL,Wellstar Executive Leadership,https://www.wellstar.org/about-us/executive-leadership,none found,Search Jobs and Careers in Healthcare with Wellstar Health System,https://careers.wellstar.org/,none found,2016 Community Health Needs Assessment IMPLEMENTATION,https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a,"Unusual behavior notice: Webpage: 
 AssertionFailureError Failed to goto https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a Error net::ERR_ABORTED at https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a."
56,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,Executive Team | Southeast Georgia Health System,https://www.sghs.org/about-us/leadership/executive-team/,none found,"Coastal Georgia, SGHS Employees Recognized for Leadership ...",https://www.ccga.edu/gcca-news/coastal-georgia-sghs-employees-recognized-for-leadership-development/,none found,Southeast Georgia Health System | Brunswick & Camden Georgia,https://www.sghs.org/,none found
57,NAVICENT HEALTH BALDWIN,Meet Our Executive Team: Atrium Health Navicent Baldwin | Atrium ...,https://navicenthealth.org/service-center/navicent-health-baldwin/meet-our-executive-team,none found,2020 COMMUNITY HEALTH NEEDS ASSESSMENT,"https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Baldwin%20County,%20GA.pdf",none found,"Meet Our Executive Team | Atrium Health Navicent, Macon, Georgia",https://navicenthealth.org/about-us/meet-our-executive-team,none found
58,PERRY HOSPITAL,Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"Carrie Harris-Muller, Senior Vice President and Chief Population Health Officer",Genesis Leadership | Genesis Healthcare System,https://www.genesishcs.org/our-impact/about-us/leadership,none found,Leadership | College of Public Health,https://publichealth.gmu.edu/about/leadership,"Dr. Melissa J. Perry, Dean, College of Public Health"
59,NORTHSIDE HOSPITAL,About | Northside Hospital,https://www.northside.com/about,Please provide the full HTML content of the webpage.,Northside Hospital: Home,http://www.northside.com/,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8aa9ef00d887390c Your IP Click to reveal 209.198.254.117 Performance & security by Cloudflare.",COMMUNITY BENEFIT REPORT,https://www.northside.com/docs/default-source/default-document-library/community_benefit_report_2022.pdf,none found
60,COLISEUM MEDICAL CENTERS,School of Population Health - University of Mississippi Medical Center,https://www.umc.edu/soph,"John D. Bower, MD, Learn more.",Piedmont Macon Medical Center | Piedmont Healthcare,https://www.piedmont.org/locations/piedmont-macon-medical/about,none found,Leadership | HCA Florida Memorial Hospital,https://www.hcafloridahealthcare.com/locations/memorial-hospital/about-us/leadership,none found
61,SOUTHERN REGIONAL MEDICAL CENTER,Community Health Needs Assessment,https://southernregional.org/wp-content/uploads/2022/12/2022_2024-CHNA_WEB.pdf,none found,Leadership | Ballad Health,https://www.balladhealth.org/about/leadership,"Anthony Keck, System Innovation and Chief Population Health Officer, Dr. Shari Rajoo, Chief Medical Officer for Population Health Services",Region IV Public Health Training Center: R4PHTC Home,https://r4phtc.org/,"Kentucky Population Health Institute, Community-Based Training Partner"
62,REDMOND REGIONAL MEDICAL CENTER,"Public Health – Seattle & King County - King County, Washington",https://www.kingcounty.gov/en/dept/dph,none found,Redmond Regional Medical Center Joins AdventHealth,https://www.adventhealth.com/hospital/adventhealth-redmond/news/redmond-regional-medical-center-joins-adventhealth,none found,"Public Health Centers - King County, Washington",https://www.kingcounty.gov/en/dept/dph/health-safety/health-centers-programs-services/public-health-centers,none found
63,DOCTORS HOSPITAL,Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"Carrie Harris-Muller, Senior Vice President and Chief Population Health Officer",Precision Medicine Tech Helps Doctors Zero In On Diseases And ...,https://www.healthleadersmedia.com/innovation/precision-medicine-tech-helps-doctors-zero-diseases-and-treatments,"Jeremy Woods, MD, Director of Precision Medicine",The Core Competencies Needed for Health Care Professionals ...,https://www.ncbi.nlm.nih.gov/books/NBK221519/,none found
64,WELLSTAR DOUGLAS HOSPITAL,Wellstar Executive Leadership,https://www.wellstar.org/about-us/executive-leadership,none found,Family Medicine | Kennestone Hospital – Wellstar Graduate Medical ...,https://gme.wellstar.org/kennestone/family-medicine/,none found,2016 Community Health Needs Assessment IMPLEMENTATION,https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a,"Unusual behavior notice: Webpage: 
 AssertionFailureError Failed to goto https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a Error net::ERR_ABORTED at https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a."
65,FANNIN REGIONAL HOSPITAL,Harris County Public Health,https://publichealth.harriscountytx.gov/,none found,Quorum Health Completes Transaction with Java Medical Group ...,https://juniperadvisory.com/quorum-health-completes-transaction-with-java-medical-group/,none found,Public Health > About > Leadership,https://publichealth.harriscountytx.gov/About/Leadership,none found
66,FLINT RIVER COMMUNITY HOSPITAL,The Flint Water Crisis: A Coordinated Public Health Emergency ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6309965/,none found,The Water Crisis in Flint and How a Community-Based Medical ...,https://www.aamc.org/news/water-crisis-flint-and-how-community-based-medical-school-came-rescue,"Mona Hanna-Attisha, MD, MPH, FAAP, assistant professor of pediatrics at Michigan State University (MSU) College of Human Medicine and director of pediatric residency at Hurley Children’s Hospital in Flint.
Richard Sadler, PhD, assistant professor of family medicine at MSU and one of the co-authors of the American Journal of Public Health study.",Public Health 3.0: A Call to Action for Public Health to Meet the ...,https://www.cdc.gov/pcd/issues/2017/17_0017.htm,none found
67,PIEDMONT HENRY HOSPITAL,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,"37323BR: Physician - Emergency Medicine, Stockbridge, GA ...",https://www.teamhealth.com/jobs/37323br-physician-emergency-medicine-stockbridge-ga/,none found
68,EASTSIDE MEDICAL CENTER,Community Health Needs Assessment | Piedmont Eastside Medical ...,https://www.piedmont.org/media/file/2022-11-PEH-Community-Health-Needs-Assessment.pdf,none found,Executive Leadership | Mount Sinai - New York,https://www.mountsinai.org/about/executive-leadership,none found,"Piedmont Eastside Medical Center | Snellville, Georgia",https://www.piedmont.org/locations/piedmont-eastside-medical/about,none found
69,DONALSONVILLE HOSPITAL INC,Hospital Leadership | Donalsonville Hospital,https://donalsonvillehospital.org/about/hospital-leadership/,none found,"Heather Smith - Director of Nursing - Donalsonville Hospital, Inc ...",https://www.linkedin.com/in/heather-smith-abb8852b6,none found,"DONALSONVILLE HOSPITAL, INC.",https://donalsonvillehospital.org/wp-content/uploads/2024/01/dhichna2022.pdf,none found
70,WELLSTAR NORTH FULTON HOSPITAL,Wellstar North Fulton Medical Center,https://www.wellstar.org/locations/hospital/north-fulton-medical-center,none found,"Search our Job Opportunities at Wellstar Health System, Inc.",https://careers.wellstar.org/leadership-jobs,none found,Wellstar Executive Leadership,https://www.wellstar.org/about-us/executive-leadership,none found
71,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,Community Health Needs Assessment | Piedmont Columbus Regional,https://www.piedmont.org/media/file/2022-11-PCR-Community-Health-Needs-Assessment.pdf,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found
72,COLISEUM NORTHSIDE HOSPITAL,Job Search Results - Northside Hospital Careers,https://jobs.northside.com/job-search-results/,none found,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,NYC Health + Hospitals/North Central Bronx,https://www.nychealthandhospitals.org/locations/north-central-bronx/,none found
73,TURNING POINT HOSPITAL,Michael Dowling on a turning point for healthcare CEOs,https://www.beckershospitalreview.com/hospital-management-administration/michael-dowling-on-a-turning-point-for-healthcare-ceos.html,none found,Performance Management: Turning Point,https://www.phf.org/programs/turningpoint/pages/turning_point_performance_management_refresh.aspx,none found,Two Decades of Innovation in Public Health Leadership: SPH's ...,https://www.bu.edu/sph/news/articles/2024/two-decades-of-innovation-in-public-health-leadership-sphs-drph-program-turns-20/,none found
74,PIEDMONT FAYETTE HOSPITAL,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,Community Health Needs Assessment | Piedmont Fayette Hospital,https://www.piedmont.org/media/file/2022-11-PFH-Community-Health-Needs-Assessment.pdf,none found
75,PIEDMONT MOUNTAINSIDE HOSPITAL INC,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,"Piedmont Mountainside | Jasper, Georgia",https://www.piedmont.org/locations/piedmont-mountainside/about,none found
76,EMORY HILLANDALE HOSPITAL,Emory Hillandale Hospital unveils $11 million in improvements ...,https://news.emory.edu/stories/2023/12/hs_ehh_ribbon_cutting_hospital_improvements_21-12-2023/story.html,none found,Executive Leadership and Board of Directors Leadership at Emory ...,https://www.emoryhealthcare.org/about/executive-staff,none found,"Jen Schuck named CEO of Emory Decatur Hospital, Emory ...",https://news.emory.edu/stories/2023/05/hs_jen_schuck_named_ceo_edh_ehh_eltac_17-05-2023/story.html,none found
77,"PIEDMONT NEWNAN HOSPITAL, INC",Piedmont Newnan Hospital Leadership Staff | Piedmont Healthcare,https://www.piedmont.org/locations/piedmont-newnan/pnh-board-of-directors,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found
78,EMORY JOHNS CREEK HOSPITAL,Rollins School of Public Health,https://sph.emory.edu/,none found,Heather Dexter and Matt Wain appointed to new Emory Healthcare ...,https://news.emory.edu/stories/2023/10/hs_dexter_wain_ehc_regionalized_hospital_structure_05-10-2023/story.html,none found,Emory Johns Creek Hospital | Emory School of Medicine,https://med.emory.edu/departments/emergency-medicine/patient-care/emory-johns-creek-hospital/index.html,"Julius Rodillas, Clinical Operations Manager, Emory Johns Creek Hospital Emergency Department"
79,SOUTHEASTERN REGIONAL MEDICAL CENTER,Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"Carrie Harris-Muller, Senior Vice President and Chief Population Health Officer",College of Osteopathic Medicine | Nova Southeastern University,https://osteopathic.nova.edu/,none found,Region IV Public Health Training Center: R4PHTC Home,https://r4phtc.org/,"Kentucky Population Health Institute, Community-Based Training Partner"
80,SGMC BERRIEN CAMPUS,SGMC Promotes Members of Leadership Team - SGMC Health,https://www.sgmc.org/sgmc-promotes-members-of-leadership-team/,none found,Announcing SGMC Health,https://health.sgmc.org/announcement,none found,Leadership Announcements Archives - Page 2 of 5 - SGMC Health,https://www.sgmc.org/category/leadership-announcements/page/2/,none found
81,CHI MEMORIAL HOSPITAL- GEORGIA,CHI Memorial: Healing Our Community,https://www.memorial.org/,none found,MSM Eyes Potential Chattanooga Campus | Morehouse School of ...,https://www.msm.edu/RSSFeedArticles/2024/February/More-in-Common-Alliance.php,none found,2019 CHNA Implementation Strategy CHI Memorial Hospital ...,https://www.memorial.org/content/dam/memorialorg/pdfs/CHI_MEMORIAL_CHNA_IMPLEMENTATION_PLAN_2020_2023_GA.pdf,none found
82,NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,System Administration - Northeast Georgia Health System,https://www.nghs.com/administration,Antonio Rios MD Chief of Population Health,NGMC Lumpkin breaks ground on future hospital near Dahlonega ...,https://nowhabersham.com/ngmc-lumpkin-breaks-ground-on-future-hospital-near-dahlonega/,none found,About - Northeast Georgia Health System,https://www.nghs.com/about,"**Dr. John Delzell, Vice President of Population Health**"
83,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,About Phoebe Putney Health System,https://www.phoebehealth.com/about-us,none found,UGA Archway Partnership joins forces with College of Public Health ...,https://outreach.uga.edu/uga-report-helps-rural-healthcare-providers-prepare-for-covid-19-pandemic/,"Grace Bagwell Adams, Associate Professor, College of Public Health
Sarah Adams, Archway Partnership Professional
John Drake, Professor, Odum School of Ecology
Andreas Handel, Professor, College of Public Health",Morehouse School of Medicine - MSM - Atlanta,https://www.msm.edu/,none found
84,BLECKLEY MEMORIAL HOSPITAL,Hospitalists - Bleckley Memorial Hospital,https://bleckleymemorial.com/hospitalist.html,none found,Georgia Hospital Association > Advocacy > Rural Health Care,https://www.gha.org/Advocacy/Rural-Health-Care,none found,About Us - Bleckley Memorial Hospital,https://bleckleymemorial.com/about.html,none found
85,JASPER MEMORIAL HOSPITAL,110 rural hospital and health system CEOs to know | 2024,https://www.beckershospitalreview.com/lists/110-rural-hospital-and-health-system-ceos-to-know-2024.html,none found,Leadership – LifeSpring Health Systems,https://www.lifespringhealthsystems.org/about-us/leadership/,"Fairouz Saad, PhD, Director of Population Health",149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"Nichola Davis, MD. Vice President and Chief Population Health Officer of NYC Health + Hospitals (New York City). 
Paul Alexander, MD. Executive Vice President and Chief Health Equity and Transformation Officer at RWJBarnabas Health (Orange, N.J.). 
Evelyn Balogun, MD. Chief Medical Officer of Inspira Medical Group (Mullica Hill, N.J.)."
86,MORGAN MEDICAL CENTER,Lewis/Ferguson Internships and Fellowships | Minority Health | CDC,https://www.cdc.gov/minorityhealth/internships/index.html,none found,Health Care Conference,https://www.jpmorgan.com/about-us/events-conferences/health-care-conference,none found,IU Health Leadership | IU Health,https://iuhealth.org/about-our-system/iu-health-leadership,none found
87,MILLER COUNTY HOSPITAL,"Robin Rau Recognized as a ""Community Star"" - Miller County Hospital",https://www.millercountyhospital.com/robin-rau-community-star/,"Robin Rau, CEO, Hospital Authority of Miller County, 
Jill Brown, CFO, Hospital Authority of Miller County",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,none found,Jill Brown Awarded CFO of the Year - Hospital Authority of Miller ...,https://www.millercountyhospital.com/jill-brown-cfo-of-the-year/,none found
88,EFFINGHAM HEALTH SYSTEM,"Effingham Health System – Effingham Hospital, Springfield GA",https://www.effinghamhealth.org/,none found,149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"Nichola Davis, MD. Vice President and Chief Population Health Officer of NYC Health + Hospitals (New York City). 
Evelyn Balogun, MD. Chief Medical Officer of Inspira Medical Group (Mullica Hill, N.J.).
William Carroll, PharmD. Chief Pharmacy Officer, Vice President of Network Pharmacy Services at Hackensack Meridian Health (Edison, N.J.). 
Dr. Alexander also plays a key role in RWJBarnabas Health's population health activities and the expansion of the system's use of analytics and data tracking to address population health.",Transforming Healthcare Close to Home – Effingham Health System,https://www.effinghamhealth.org/learn-about-us/about-us/,none found
89,CLINCH MEMORIAL HOSPITAL,COMMUNITY HEALTH NEEDS ASSESSMENT,https://clinchmh.org/wp-content/uploads/2019/06/Clinch-CHNA-2019-Apr-30-1.pdf,none found,"April 1, 2022",https://dch.georgia.gov/document/document/sorh-short-rows-april-2022/download,"Unusual behavior notice: Webpage: 
 Failed to goto https dch georgia gov document document sorh short rows april 2022 download Error net ERR ABORTED at https dch georgia gov document document sorh short rows april 2022 download.",SGMC Promotes Members of Leadership Team - SGMC Health,https://www.sgmc.org/sgmc-promotes-members-of-leadership-team/,none found
90,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",The Medical Center of Peach County - Atrium Health Navicent ...,https://navicenthealth.org/service-center/medical-center-of-peach-county,none found,Atrium Health Navicent Peach | LinkedIn,https://www.linkedin.com/company/the-medical-center-of-peach-county-navicent-health,none found,"Medical Center of Peach County, Navicent Health Chief ...",https://navicenthealth.org/community/single_news/medical-center-of-peach-county-navicent-health-chief-administrative-officer-darren-pearce-elected-to,none found
91,JENKINS COUNTY MEDICAL CENTER,Newsroom - Jenkins County Medical Center,https://jenkinsmedicalcenter.com/about-us/newsroom/,none found,Public Health Leadership Team | Durham County - NC - Public Health,https://www.dcopublichealth.org/about-us/leadership-team,none found,Leadership,https://www.nj.gov/health/about/njdoh/leadership/,none found
92,OPTIM MEDICAL CENTER - SCREVEN,CMS Hospital Standard Charges | Optim Health System | Georgia,https://optimhealthsystem.com/about-us/cms-hospital-standard-charges/,none found,Georgia Hospital Association > Advocacy > Rural Health Care,https://www.gha.org/Advocacy/Rural-Health-Care,none found,Notice Of Non-discrimination | Optim Health System | Georgia,https://optimhealthsystem.com/about-us/notice-of-non-discrimination/,none found
93,PUTNAM GENERAL HOSPITAL,Leadership | Department of Public Health & Environment,https://cdphe.colorado.gov/about-cdphe/leadership,none found,Allegheny Health Network Leadership & Board of Directors,https://www.ahn.org/about/leadership,"William K. Johnjulio, MD, Chief Population Health Officer, Medical Director, Clinically Integrated Network",Authority,https://www.putnamgeneral.com/authority.htm,none found
94,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,Stokes Medical Management Group Proposal,https://cms9files.revize.com/stokescountync/PUBLIC%20Stokes%20Medical%20Management%20Group%20Proposal.pdf,none found,News - Hospital Authority of Miller County,https://www.millercountyhospital.com/news/,none found,Tenor Health Partners Proposal.pdf,https://cms9files.revize.com/stokescountync/Tenor%20Health%20Partners%20Proposal.pdf,none found
95,WARM SPRINGS MEDICAL CENTER,SPRINGS,http://www.warmspringsmc.org/CHNA/chna.pdf,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8aaa2e06dc0db9ac Your IP Click to reveal 98.97.96.160 Performance & security by Cloudflare.",Wellstar MCG Health | World-Class Health Care,https://www.augustahealth.org/,none found,"Montana's public psychiatric hospital shuffles top leadership, again",https://montanafreepress.org/2024/07/11/montana-public-psychiatric-hospital-shuffles-top-leadership-again/,none found
96,MONROE COUNTY HOSPITAL,Community Health Improvement - Health Policy - Center for ...,https://www.urmc.rochester.edu/community-health/health-policy/current-policy-initiatives.aspx,"Unusual behavior notice: Webpage: 
 Service Unavailable.","County Executive - Monroe County, NY",https://www.monroecounty.gov/executive,none found,"Community Health - Monroe County, NY 2019-2021 Monroe County ...",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/MC-CHIP-Implementation-Final-Report-2021.pdf,none found
97,WELLSTAR SYLVAN GROVE HOSPITAL,Wellstar Executive Leadership,https://www.wellstar.org/about-us/executive-leadership,none found,Search Jobs and Careers in Healthcare with Wellstar Health System,https://careers.wellstar.org/,none found,Wellstar Sylvan Grove Medical Center,https://www.wellstar.org/locations/hospital/sylvan-grove-medical-center,none found
98,HIGGINS GENERAL HOSPITAL,Executive Leadership - Tanner Health System,https://www.tanner.org/about-us/executive-leadership,"Clint Hoffman, MBA FACHE, Senior Vice President Tanner Medical Group",Hospital Leadership Bios - Brigham and Women's Hospital,https://www.brighamandwomens.org/about-bwh/leadership,"Mallika Mendu MD MBA, Interim Chief Population Health Officer Mass General Brigham, Vice President Clinical Operations and Care Continuum",Higgins General Hospital | Tanner Health System,https://www.tanner.org/higgins-general-hospital,none found
99,OPTIM MEDICAL CENTER - TATTNALL,Living Life in Tattnall County,https://www.dca.ga.gov/sites/default/files/tattnall_county_joint_comprehensive_plan_final.pdf,none found,Growing Progress:,https://dca.ga.gov/sites/default/files/tattnall_co_cobbtown_ci_collins_ci_manassas_ci_reidsville_ci_comp_plan_2013.pdf,none found,Untitled,https://www.dca.ga.gov/sites/default/files/tattnall_county_comp_plan_2018_adopted.pdf,none found
