,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
50,BOUNDARY COMMUNITY HOSPITAL,Leadership - Boundary Community Hospital,https://www.boundarycommunityhospital.org/about-us/leadership/,none found,Using Boundary Spanning Leadership to Improve Population Health ...,https://www.astho.org/communications/blog/using-boundary-spanning-leadership-to-improve-population-health/,none found,About Us - Boundary Community Hospital,https://www.boundarycommunityhospital.org/about-us/,none found
51,NORTH CANYON MEDICAL CENTER,North Canyon Medical Center 2022 Community Health Needs ...,https://northcanyon.org/wp-content/uploads/2022/09/FY22-CHNA-Final_.pdf,none found,Provider Search Results | North Country HealthCare,https://northcountryhealthcare.org/provider-search-results/,none found,Annual Report,https://northcanyon.org/wp-content/uploads/2022/08/NCMC-Annual-Report-2019.pdf,none found
52,NELL J REDFIELD MEMORIAL HOSPITAL,John Williams - CEO/NHA - Nell J. Redfield Memorial Hospital ...,https://www.linkedin.com/in/john-williams-939528a5,none found,Renown Health Announces Cancer Program Leadership Team ...,https://www.renown.org/about/newsroom/renown-health-announces-cancer-program-leadership-team,none found,MobileMammo | Portneuf Medical Center,https://www.portneuf.org/mobilemammo,none found
53,POWER COUNTY HOSPITAL DISTRICT,Power-County-Hospital-District,https://www.pchd.net/,none found,Laura Power - Faculty Profiles - U-M School of Public Health,https://sph.umich.edu/faculty-profiles/power-laura.html,"Laura Power, MD, MPH, Director, Office of Public Health Practice",PCHD Foundation – Power County Hospital,https://www.pchd.net/pchd-foundation/,none found
54,STEELE MEMORIAL MEDICAL CENTER,News | Steele Memorial Medical Center,https://www.steelemh.org/about-us/news,none found,50 critical access hospital CEOs to know | 2016,https://www.beckershospitalreview.com/lists/50-critical-access-hospital-ceos-to-know-2016.html,none found,Steele Memorial Medical Center: Home,https://www.steelemh.org/,none found
55,WEISER MEMORIAL HOSPITAL,About WMH,https://www.weisermemorialhospital.org/about,none found,Leading the Way in Rural MR Imaging | AHA Events,https://www.aha.org/education-events/leading-way-rural-imaging,none found,Weiser Memorial Hospital – Community Health Needs Assessment ...,https://www.weisermemorialhospital.org/files/CHNA/chna-complete.pdf,none found
56,CASCADE MEDICAL CENTER,Leadership | Cascade Medical,https://cascademedical.org/about-us/leadership,none found,Executive Leadership | Skagit Regional Health,https://www.skagitregionalhealth.org/about-us/executive-leadership-team,"Joshua Griggs, MD, MHA, Regional Vice President and Chief Quality Officer",Cascade Medical: Homepage,https://cascademedical.org/,none found
57,CARIBOU MEMORIAL HOSPITAL,American College of Healthcare Executives | American College of ...,https://www.ache.org/,none found,100 great leaders in healthcare | 2018,https://www.beckershospitalreview.com/lists/100-great-leaders-in-healthcare-2018.html,none found,"Leadership Biographies – Cary Medical Center: Caribou, ME",https://www.carymedicalcenter.org/about-cary/leadership-biographies/,none found
58,ST LUKE'S JEROME,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,Executive Leadership Team at Allina Health,https://www.allinahealth.org/about-us/leadership,"Hsieng Su, MD, Senior Vice President, Chief Medical Executive",COVID-19 Data and Reporting - St. Luke's,https://www.stlukesonline.org/health-services/service-groups/covid-resources/covid-data-and-reporting,none found
59,ST LUKE'S ELMORE MEDICAL CENTER,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,"New Saint Alphonsus head has background at Als, Luke's",https://boisedev.com/news/2024/06/10/saint-alphonsus-president-mcfadyen/,"David McFadyen, Vice President of Population Health",2023 Community Health Needs Assessment for Saint Alphonsus ...,https://saltzerhealth.com/wp-content/uploads/2023/08/2023-community-health-needs-assessment-for-Saltzer-Health.pdf,none found
60,ST LUKE'S MCCALL,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,"St. Luke's Leadership | Richard A. Anderson, President & CEO",https://www.slhn.org/about/leadership,"Richard A. Anderson — President & CEO, St. Luke’s University Health Network,",St. Luke's Mike Fenello: Moving towards population health through ...,https://www.stlukesonline.org/blogs/st-lukes/news-and-community/2018/dec/feedback-and-structural-change,"Mike Fenello, Vice President of Population Health"
61,TETON VALLEY HOSPITAL,Teton Valley Health 2022 Community Health Needs Assessment,https://tvhcare.org/wp-content/uploads/2022/12/TVH-CHNA-Final-Report.pdf,none found,"How Healthy Is Teton County, Idaho? | US News Healthiest ...",https://www.usnews.com/news/healthiest-communities/idaho/teton-county,"Unusual behavior notice: Webpage: 
 SecurityCompromiseError Domain www.usnews.com blocked until Tue Jul 30 2024 05:45:24 GMT+0000 Coordinated Universal Time due to previous abuse found on https://www.usnews.com/best-colleges/rankings/undergrad-research-programs DDoS attack suspected Too many requests.",News - Teton Valley Health,https://tvhcare.org/news/,none found
62,SHOSHONE MEDICAL CENTER,Shoshone Medical Center,https://www.shoshonehealth.com/,none found,Community Health Assessment,https://panhandlehealthdistrict.org/wp-content/uploads/2019/06/CHA-2018-final.pdf,none found,Elko Service Unit | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/elko/,none found
63,SYRINGA GENERAL HOSPITAL,Are Idaho's rural hospitals on the brink of collapse? What medical ...,https://www.idahostatesman.com/news/business/article288478581.html,none found,Idaho AG concludes antitrust investigation into Kootenai Health and ...,https://idahonews.com/news/local/idaho-ag-concludes-antitrust-investigation-into-kootenai-health-and-syringa-hospital,none found,"VANKE SCHOOL OF PUBLIC HEALTH,TSINGHUA UNIVERSITY",https://vsph.tsinghua.edu.cn/en/,"Margaret Chan, Dean"
64,BEAR LAKE MEMORIAL HOSPITAL,"bear lake memorial hospital - montpelier, idaho",http://frontierus.org/wp-content/uploads/2019/10/Bear-lake-memorial-hospital_2008compressed-for-web.pdf,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8ab2d9649e3dc3cd Your IP Click to reveal 98.97.96.160 Performance & security by Cloudflare.",BLMH named Top 100 Rural Hospitals in America - BEAR LAKE ...,https://blmhospital.com/2017/03/14/blmh-named-top-100-rural-hospitals-america/,none found,Hospital CEO on mission to make Bear Lake Memorial best it can be ...,https://www.hjnews.com/news/local/hospital-ceo-on-mission-to-make-bear-lake-memorial-best-it-can-be-to-serve/article_7ebb07de-ead7-11ee-9e5c-fbf7d5fa71f5.html,none found
65,BENEWAH COMMUNITY HOSPITAL,Community Health Assessment,https://panhandlehealthdistrict.org/wp-content/uploads/2019/06/CHA-2018-final.pdf,none found,Northwest Hospital Alliance,https://www.nwhospitalalliance.org/,none found,Rural Hospital Leadership Award - Winners | AHA,https://www.aha.org/2006-01-06-rural-hospital-leadership-award-winners,none found
66,VALOR HEALTH,Corey Furin - Valor Health,https://www.valorhealth.org/tshowcase/corey-furin-chief-financial-officer,"Corey Furin, Area Finance Director",Our Team | Valor Healthcare,https://valorhealthcare.com/meet-our-team/,none found,Board of Trustees & Executive Leadership - Valor Health,https://www.valorhealth.org/about-us/hospital-board,none found
67,MINIDOKA MEMORIAL HOSPITAL,COVID-19 Information - Minidoka Memorial Hospital,https://minidokamemorial.org/resources/covid-19/,none found,MINIDOKA MEMORIAL HOSPITAL | Rupert ID,https://www.facebook.com/p/MINIDOKA-MEMORIAL-HOSPITAL-100037423069185/,none found,Physician Recruitment - Minidoka Memorial Hospital,https://minidokamemorial.org/physician-recruitment/,none found
68,CLEARWATER VALLEY HOSPITAL & CLINICS,Congratulations to St.Mary's Health & Clearwater Valley Health's ...,https://smh-cvh.org/congratulations-to-st-marys-health-clearwater-valley-healths-shari-kuther/,"Shari Kuther, Director of Population Health, and currently is the Chief Operating/Nursing Officer",​University of Chicago to lead initiative to improve diabetes care in ...,https://www.uchicagomedicine.org/en/forefront/community-articles/2018/january/initiative-to-improve-diabetes-care-in-vulnerable-underserved-communities-in-us,"Monica Peek, MD, associate professor of medicine and associate director of Chicago Center for Diabetes Translation Research
Marshall Chin, MD, Richard Parrillo Family Professor of Healthcare Ethics and director of Chicago Center for Diabetes Translation Research",Community Health Needs Assessment - Clearwater Valley Hospital ...,https://smh-cvh.org/wp-content/uploads/2020/04/Community-Health-Needs-Assessment-Clearwater-Valley-Hospital-and-Clinics-Inc.-Orofino-Idaho-June-17-2013.pdf,none found
69,ST MARY'S HOSPITAL,Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,none found,Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,"Cathy Cantor MD, Chief Population Health Officer",Hospital Leadership | MedStar St. Mary's Hospital | MedStar Health,https://www.medstarhealth.org/locations/medstar-st-marys-hospital/leadership-and-board-of-directors,none found
70,FRANKLIN COUNTY MEDICAL CENTER,Leadership | Department of Public Health | City of Philadelphia,https://www.phila.gov/departments/department-of-public-health/about-us/leadership/,"Dr. Frank Franklin, Interim Health Commissioner
Ryan Taylor, Chief Operating Officer
Palak Raval-Nelson, Deputy Health Commissioner
Dr. Megan Todd, Chief Epidemiologist",Building Community Health Literacy to Achieve Health Equity ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10507930/,none found,Adirondack Rural Health Network - AHI,https://ahihealth.org/arhn/,"Andrea Bonacci, Director of Population Health Programs"
71,ST LUKE'S WOOD RIVER MEDICAL CENTER,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,Leadership - St. Luke's Wood River Foundation,https://www.slwrf.org/leadership/,none found,COVID-19 Data and Reporting - St. Luke's,https://www.stlukesonline.org/health-services/service-groups/covid-resources/covid-data-and-reporting,none found
72,LOST RIVERS MEDICAL CENTER,Who We Are – Lost Rivers Medical Center,https://lostriversmedical.com/who-we-are/,none found,How to turn a critical access hospital around | athenahealth,https://www.athenahealth.com/knowledge-hub/practice-management/lost-rivers-idaho-how-to-turn-a-critical-access-hospital-around,none found,What We Do – Lost Rivers Medical Center,https://lostriversmedical.com/what-we-do/,none found
73,BINGHAM MEMORIAL HOSPITAL,Administration/Management | Bingham Memorial Hospital,https://binghammemorial.org/about-us/administration-management/,none found,Bingham Healthcare Appoints a New CNO | idahofallsmagazine.com,https://www.idahofallsmagazine.com/2022/09/bingham-healthcare-appoints-a-new,"Holly Davis, RN, BSN, MBA, Chief Nursing Officer",Bingham Healthcare's History | Bingham Memorial Hospital,https://binghammemorial.org/about-us/bingham-healthcares-history/,none found
74,CASSIA REGIONAL HOSPITAL,Cassia Regional Hospital,https://intermountainhealthcare.org/-/media/files/intermountain-health/community-benefit/chis-2023/cassia-regional-hospital-2023-chis-report-template.ashx,none found,Leadership Bios and Photos | Idaho Department of Health and Welfare,https://healthandwelfare.idaho.gov/about-dhw/leadership-bios-and-photos,none found,School of Population Health | Medicine & Health - UNSW Sydney,https://www.unsw.edu.au/medicine-health/our-schools/population-health,none found
75,GRITMAN MEDICAL CENTER,Gritman Medical Center 2023-2025 Community Health Needs ...,https://www.gritman.org/wp-content/uploads/2022-Community-Health-Needs-Assessment.pdf,none found,Connections Winter 19.indd,https://gritman.org/wp-content/uploads/Connections-Winter-2019-PAGES-sm.pdf,none found,About Us | Gritman Medical Center,https://www.gritman.org/about/,none found
76,BONNER GENERAL HOSPITAL,None,None,Query was not generated,None,None,Query was not generated,None,None,Query was not generated
