,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
45,GROVE HILL MEMORIAL HOSPITAL,'It's going to be a catastrophe;' concerns grow over maternity unit ...,https://aldailynews.com/its-going-to-be-a-catastrophe-concerns-grow-over-maternity-unit-closures/,"none found 
",Hospitals That Have Committed to the 340B Principles | AHA,https://www.aha.org/initiativescampaigns/2019-10-03-hospitals-have-committed-340b-principles,"none found 
",Alyssa Webb - Controller - Grove Hill Memorial Hospital | LinkedIn,https://www.linkedin.com/in/alyssa-k-webb,"none found 
"
46,DCH REGIONAL MEDICAL CENTER,Untitled,https://www.dchsystem.com/documents/content/CHNAregionalnpt.pdf,"none found 
",2024 Residency Matches | Harrison College of Pharmacy,https://pharmacy.auburn.edu/news/2023-24/042524-residencies.php,"none found 
",Untitled,https://www.dchsystem.com/documents/content/2019CHNA.pdf,"unusual behavior notice 
"
47,HALE COUNTY HOSPITAL,"Clinical Rotations for MD/DO, PA, and NP Students — Hale County ...",https://halecountyhospital.com/clinical-rotations,"none found 
","Hale County, AL – Creating a Culture of Health in Appalachia",https://healthinappalachia.org/bright-spots/case-studies/hale-county-al/,"unusual behavior notice 
",Horseshoe Farm Community Health Model and gap year opportunity ...,https://www.projecthsf.org/,"unusual behavior notice 
"
48,ELMORE COMMUNITY HOSPITAL,Elmore Community Hospital - Ivy Creek Healthcare,https://ivycreekhealth.com/locations/elmore-community-hospital/,"unusual behavior notice 
",Leadership and Program Oversight | Texas DSHS,https://www.dshs.texas.gov/preventive-medicine-residency/leadership-program-oversight,"unusual behavior notice 
",NYC Health + Hospitals/Elmhurst,https://www.nychealthandhospitals.org/locations/elmhurst/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
49,D W MCMILLAN MEMORIAL HOSPITAL,NEWS - CEO,https://www.dwmmh.org/getpage.php?name=NEWS_-_CEO,"none found 
",Hines to lead DWM in 2022 - The Brewton Standard | The Brewton ...,https://www.brewtonstandard.com/2021/10/19/hines-to-lead-dwm-in-2022/,"unusual behavior notice 
",ECHCA Announces CEO to Retire,https://www.dwmmh.org/getpage.php?name=ECHCA_Announces_CEO_to_Retire,"none found 
"
50,THOMAS HOSPITAL,Scholarship & Funding Opportunities,https://www.jefferson.edu/academics/colleges-schools-institutes/population-health/student-resources/scholarships.html,"Dr. Joseph S. Gonnella, Distinguished Professor of Medicine and Dean Emeritus 
Mariah Carpenter, Administrative Coordinator, Office of Academic Affairs
Patrick Moeller, Research Manager 
",Leadership Team | UC San Diego Health,https://health.ucsd.edu/about-us/leadership/,"Parag Agnihotri, Chief Medical Officer of Population Health Services 
",Leadership | Department of Public Health | City of Philadelphia,https://www.phila.gov/departments/department-of-public-health/about-us/leadership/,"unusual behavior notice 
"
51,CITIZENS BAPTIST MEDICAL CENTER,Citizens Baptist Medical Center 2022 Community Health Needs ...,https://www.brookwoodbaptisthealth.com/docs/librariesproviderbrookwoodhealth/chna/sp27142-bbh-cbmc-chna-final-12-14-22.pdf?sfvrsn=dd322b75_2,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,About Us | Citizens Baptist Medical Center,https://www.citizensbaptistmedicalcenter.com/about,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Shelby Baptist Chief Medical Officer Named to National List of ...,https://www.brookwoodbaptisthealth.com/home/newsroom/shelby-baptist-chief-medical-officer-named-to-national-list-of-african-american-leaders-to-know-in-healthcare-for-second-consecutive-year,"none found 
"
52,J PAUL JONES HOSPITAL,About Us – J. Paul Jones Hospital,https://jpauljones.com/about-us/,"unusual behavior notice 
",Hospital Leadership Bios - Brigham and Women's Hospital,https://www.brighamandwomens.org/about-bwh/leadership,"Mallika Mendu MD MBA, Interim Chief Population Health Officer Mass General Brigham, Vice President Clinical Operations and Care Continuum 
",Home - Navy and Marine Corps Force Health Protection Command ...,https://www.med.navy.mil/Navy-and-Marine-Corps-Force-Health-Protection-Command/,"none found 
"
53,PRINCETON BAPTIST MEDICAL CENTER,Brookwood Baptist Health Taps Daniel Listi as Chief Operating ...,https://www.princetonbaptistmedicalcenter.com/news/newsroom/brookwood-baptist-health-taps-daniel-listi-as-chief-operating-officer-of-the-system-and-chief-executive-officer-of-princeton-baptist-medical-center,"none found 
",Leadership | Department of Public Health | City of Philadelphia,https://www.phila.gov/departments/department-of-public-health/about-us/leadership/,"unusual behavior notice 
",Princeton Baptist Medical Center Community Health Needs ...,https://www.brookwoodbaptisthealth.com/docs/librariesproviderbrookwoodhealth/pdfs/pbmc-implementation-strategy-final-2020.pdf,"none found 
"
54,GRANDVIEW MEDICAL CENTER,Grandview Names Assistant CEO | Newsroom,https://www.grandviewhealth.com/news-room/grandview-names-assistant-ceo-17462,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"Byrd, Rebecca, M.D. | Grandview Medical Group | Birmingham, AL",https://www.grandviewmedicalgroup.com/doctors-providers/byrd-rebecca-md-6288,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"Grandview Medical Center | Birmingham, AL",https://www.grandviewhealth.com/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
55,PRATTVILLE BAPTIST HOSPITAL,Our Leadership | Baptist Health Montgomery,https://www.baptistfirst.org/about-us/our-leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Morrison Healthcare - Food Service Companies - Hospital Food,https://www.morrisonhealthcare.com/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,42nd Medical Group > Maxwell Air Force Base > Display,https://www.maxwell.af.mil/About-Us/Fact-Sheets/Display/Article/420045/42nd-medical-group/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
56,PICKENS COUNTY MEDICAL CENTER,Partnering for better health: UA partnership with Pickens County ...,https://cchs.ua.edu/partnering-for-better-health-ua-partnership-with-pickens-county-enters-second-year/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Life in a Rural 'Ambulance Desert' Means Sometimes Help Isn't on ...,https://www.healthleadersmedia.com/clinical-care/life-rural-ambulance-desert-means-sometimes-help-isnt-way,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Tuscaloosa VA Medical Center Partners With The Alabama ...,https://www.va.gov/tuscaloosa-health-care/news-releases/tuscaloosa-va-medical-center-partners-with-the-alabama-department-of-public-health-to-expand-mental-health/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
57,BULLOCK COUNTY HOSPITAL,"Bullock County Hospital to become rural emergency facility, lays off ...",https://www.wsfa.com/2024/04/26/bullock-county-hospital-become-rural-emergency-facility-lays-off-95-employees/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Rural Emergency Hospital Designation May Help Save Rural ...,https://www.birminghammedicalnews.com/article/8978/rural-emergency-hospital-designation-may-help-save-rural-hospitals,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Executive Team - DPBH Leadership,https://dpbh.nv.gov/About/Executive_Team/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
58,WHITFIELD REGIONAL HOSPITAL,"Mountain States Health Alliance, Wellmont Health System boards ...",https://www.balladhealth.org/news/Mountain-States-Health-Alliance,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Troy Nelson on LinkedIn: We are excited to be bringing Breakfast ...,https://www.linkedin.com/posts/troynelsonbham_we-are-excited-to-be-bringing-breakfast-with-activity-7183165201733562368-29Eb,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,President Selwyn M. Vickers | Memorial Sloan Kettering Cancer ...,https://www.mskcc.org/about/leadership/office-president/president-selwyn-vickers,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
59,MOBILE INFIRMARY MEDICAL CENTER,Mobile Infirmary-v3.indd,https://www.infirmaryhealth.org/documents/content/CHNA-Mobile-Infirmary-v2-20130412(1).pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,2024 Residency Matches | Harrison College of Pharmacy,https://pharmacy.auburn.edu/news/2023-24/042524-residencies.php,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Careers | Infirmary Health,https://www.infirmaryhealth.org/careers/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
60,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",UAB commitment to state vital in COVID-19 response - News | UAB,https://www.uab.edu/news/campus/item/11297-uab-commitment-to-state-vital-in-covid-19-response,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Our Leadership | Baptist Health Montgomery,https://www.baptistfirst.org/about-us/our-leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,UAB-health-system-org-chart.pdf,https://www.uab.edu/president/images/orgchart/UAB-health-system-org-chart.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
61,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,Vaughan Regional Medical Center,https://www.vaughanregional.com/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Selma Family Medicine Residency - Heersink School of Medicine,https://www.uab.edu/medicine/home/campuses/montgomery/selma-family-medicine-residency,"none found 
",About Vaughan Regional Medical Center,https://www.vaughanregional.com/about,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
62,MONROE COUNTY HOSPITAL,Community Health Improvement - Health Policy - Center for ...,https://www.urmc.rochester.edu/community-health/health-policy/current-policy-initiatives.aspx,"unusual behavior notice 
","County Executive - Monroe County, NY",https://www.monroecounty.gov/executive,"none found 
","Community Health - Monroe County, NY 2019-2021 Monroe County ...",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/MC-CHIP-Implementation-Final-Report-2021.pdf,"none found 
"
63,LAKELAND COMMUNITY HOSPITAL,Leadership - Lakeland Regional Health,https://www.mylrh.org/leadership/,"none found 
",Internal Medicine - Graduate Medical Education | Lakeland ...,https://gme.mylrh.org/internal-medicine/,"none found 
",Our Hospitals,https://www.mha.org/about/our-hospitals/,"none found 
"
64,TROY REGIONAL MEDICAL CENTER,Patient Information,https://www.troymedicalcenter.com/patients-visitors/patient-information/,"unusual behavior notice 
",Our Leadership,https://www.rsfh.com/about/leadership/,"Dr. Robert Oliverio, Vice President & Chief Medical Officer – Ambulatory Care & Population Health 
",About Us,https://www.troymedicalcenter.com/about/,"none found 
"
65,JACKSON MEDICAL CENTER,Executive Team | Jackson Health System,https://jacksonhealth.org/administrative/executive-team/,"Barbara Fonte, VP Population Health 
",Executive Leadership - University of Mississippi Medical Center,https://www.umc.edu/UMMC/About-Us/Leadership/UMMC-Leadership.html,"Dr. Thomas Dobbs, Dean of the School of Population Health 
",2020 AAHC President's Council on Health Plans and Population ...,https://www.aamc.org/career-development/affinity-groups/alliance-and-aahci/2020-aahc-presidents-council-health-plans-and-population-health,"Michael L. Good, MD, Chair, CEO, University of Utah Health, Executive Dean, Spencer Fox Eccles School of Medicine at University of Utah, Senior Vice President for Health Sciences, University of Utah Health, Carrie Byington, MD, Executive Vice President, University of California Health, David Lubarsky, MD, MBA, CEO, UC Davis Health, Vice Chancellor for Human Health Sciences, University of California, Davis, Lloyd Minor, MD, Dean, Stanford University School of Medicine, Carmencita Padilla, MD, Chancellor, University of the Philippines Manila, Joseph Shapiro, MD, Dean, Marshall University Joan C. Edwards School of Medicine, Jeffrey Stroup, PharmD, FCCP, BCPS, Vice President for Strategy, Interim Provost, Interim Senior Associate Dean for Academic Affairs, Oklahoma State University Center for Health Sciences, Wesley Burks, MD, Dean, University of North Carolina at Chapel Hill School of Medicine, Vice Chancellor for Medical Affairs, CEO, UNC Health, Brooks Jackson, MD, Vice President for Medical Affairs, Dean, University of Iowa Roy J. and Lucille A. Carver College of Medicine, University of Iowa, Lilly Marks, Vice President for Health Affairs, University of Colorado Anschutz Medical Campus, Janis M. Orlowski, MD, MACP, Chief Health Care Officer, Association of American Medical Colleges, Cam Patterson, MD, MBA, Chancellor, University of Arkansas for Medical Sciences, Mark Stacy, MD, Vice Chancellor for Health Sciences, Dean, Brody School of Medicine at East Carolina University, Senior Associate Vice Chancellor for Medical Affairs, East Carolina University, Steven L. Kanter, MD, Ex Officio Member, President and CEO, AAHC, Lauren Maggio, PhD, Ex Officio Member, Programs Scholar, AAHC 
"
66,NORTH BALDWIN INFIRMARY,North Baldwin - v2.indd,https://www.infirmaryhealth.org/documents/content/CHNA-North-Baldwin-v2-20130412.pdf,"none found 
",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,North Baldwin Infirmary Foundation | Infirmary Health,https://www.infirmaryhealth.org/foundations/north-baldwin-infirmary-foundation/,"none found 
"
67,ST VINCENT'S ST CLAIR,FY 2020 - 2022 Community Health Needs Assessment,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2018-chna-ascension-st-vincents-st-clair.pdf,"none found 
",Ascension St. Vincent's (AL) Leadership | Ascension,https://about.ascension.org/about-us/leadership/alabama-leadership,"unusual behavior notice 
",2021 CHNA - Ascension St. Vincent's St. Clair,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2021-chna-ascension-st-vincents-st-clair.pdf,"none found 
"
68,CRESTWOOD MEDICAL CENTER,New leadership at Crestwood Medical Center in Huntsville - City of ...,https://cityblog.huntsvilleal.gov/new-leadership-at-crestwood-medical-center-in-huntsville/,"unusual behavior notice 
","Crestwood Medical Center | Huntsville, AL",https://www.crestwoodmedcenter.com/,"none found 
",Our Program | Crestwood Graduate Medical Residency | Family ...,https://www.crestwoodgme.com/family-medicine/family-medicine-program/,"none found 
"
69,HILL HOSPITAL OF SUMTER COUNTY,SCDHEC: Homepage,https://scdhec.gov/,"none found 
",Careers at the Department of Health | Florida Department of Health,https://www.floridahealth.gov/about/careers/careers-at-doh.html,"none found 
",Public Health Clinics | SCDHEC,https://scdhec.gov/health/health-public-health-clinics,"unusual behavior notice 
"
70,BROOKWOOD BAPTIST MEDICAL CENTER,WALKER BAPTIST MEDICAL CENTER 2022 COMMUNITY ...,https://www.walkerbaptistmedicalcenter.com/docs/librariesproviderbrookwoodhealth/chna/sp27142-bbh-wbmc-chna-final-12-14-22.pdf?sfvrsn=5fbe1ac4_2,"none found 
",Ken Hendren Named Chief Financial Officer of Brookwood Baptist ...,https://www.brookwoodbaptistmedicalcenter.com/news/newsroom/ken-hendren-named-chief-financial-officer-of-brookwood-baptist-health-system,"unusual behavior notice 
",Community Health Needs Assessment,https://www.brookwoodbaptisthealth.com/docs/librariesproviderbrookwoodhealth/pdfs/bmc-chna-draft-apr16-v3.pdf,"none found 
"
71,SPRINGHILL MEMORIAL HOSPITAL,Senior Leadership Team,https://www.mauryregional.com/about-us/executive-leadership/senior-leadership-team,"Christina Lannom, DO, Chief Medical Officer 
",The Exec: Peter Long Shares How Blue Shield of California Became ...,https://www.healthleadersmedia.com/payer/exec-peter-long-shares-how-blue-shield-california-became-payment-innovation-leader,"none found 
",Local and Regional Health Departments,https://www.tn.gov/health/health-program-areas/localdepartments.html,"none found 
"
72,EVERGREEN MEDICAL CENTER,Faculty Directory - Health Systems and Population Health,https://hspop.uw.edu/about/faculty/member/?faculty_id=Chayet_Elise,"Elise Chayet, Clinical Instructor, Health Systems and Population Health Advisory Committee Chair 
","About Us | Kirkland, WA | EvergreenHealth",https://www.evergreenhealth.com/about-us/,"none found 
",California Association of Healthcare Leaders (CAHL) Video ...,https://ache-cahl.org/california-association-of-healthcare-leaders-cahl-video-resources/,"Amy Sitapati MD, Chief Medical Information Officer Population Health UC San Diego Health 
Ian Tong MD, Chief Medical Officer Doctor on Demand 
Jennifer Tong MD, Chief Medical Information Officer Santa Clara Valley Medical Center 
"
73,BAPTIST MEDICAL CENTER EAST,Our Leadership | Baptist Health Montgomery,https://www.baptistfirst.org/about-us/our-leadership,"unusual behavior notice 
",2020 AAHC President's Council on Health Plans and Population ...,https://www.aamc.org/career-development/affinity-groups/alliance-and-aahci/2020-aahc-presidents-council-health-plans-and-population-health,"- Michael L. Good, MD, Chair, CEO, University of Utah Health
- Carrie Byington, MD, Executive Vice President, University of California Health
- David Lubarsky, MD, MBA, CEO, UC Davis Health
- Lloyd Minor, MD, Dean, Stanford University School of Medicine
- Carmencita Padilla, MD, Chancellor, University of the Philippines Manila
- Joseph Shapiro, MD, Dean, Marshall University Joan C. Edwards School of Medicine
- Jeffrey Stroup, PharmD, FCCP, BCPS, Vice President for Strategy, Interim Provost, Interim Senior Associate Dean for Academic Affairs, Oklahoma State University Center for Health Sciences
- Wesley Burks, MD, Dean, University of North Carolina at Chapel Hill School of Medicine, Vice Chancellor for Medical Affairs, CEO, UNC Health
- Brooks Jackson, MD, Vice President for Medical Affairs, Dean, University of Iowa Roy J. and Lucille A. Carver College of Medicine, University of Iowa
- Lilly Marks, Vice President for Health Affairs, University of Colorado Anschutz Medical Campus
- Janis M. Orlowski, MD, MACP, Chief Health Care Officer, Association of American Medical Colleges
- Cam Patterson, MD, MBA, Chancellor, University of Arkansas for Medical Sciences
- Mark Stacy, MD, Vice Chancellor for Health Sciences, Dean, Brody School of Medicine at East Carolina University, Senior Associate Vice Chancellor for Medical Affairs, East Carolina University
- Steven L. Kanter, MD, Ex Officio Member, President and CEO, AAHC
- Lauren Maggio, PhD, Ex Officio Member, Programs Scholar, AAHC 
",Our Leaders at Baptist Memorial Health Care Corporation,https://www.baptistonline.org/about/leadership,"none found 
"
74,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,Region IV Public Health Training Center: R4PHTC Home,https://r4phtc.org/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,WALKER BAPTIST MEDICAL CENTER 2022 COMMUNITY ...,https://www.walkerbaptistmedicalcenter.com/docs/librariesproviderbrookwoodhealth/chna/sp27142-bbh-wbmc-chna-final-12-14-22.pdf?sfvrsn=5fbe1ac4_2,"none found 
",Who We Are - Commissioner,https://www.vdh.virginia.gov/commissioner/,"unusual behavior notice 
"
75,SHOALS HOSPITAL,Leadership | Ballad Health,https://www.balladhealth.org/about/leadership,"Anthony Keck, System Innovation and Chief Population Health Officer, Dr. Shari Rajoo, Chief Medical Officer for Population Health Services 
",Psychiatry Residency Program,https://www.namcshoals.com/psychiatry-residency-program,"none found 
",Ballad Health Annual Report | TN.gov,https://www.tn.gov/content/dam/tn/health/documents/copa/FY18_ANNUAL_REPORT_confirmed.pdf,"- Alan Levine, CEO
- Todd Norris
- Janet Kleinfelter
- Tim Belisle
- Dr. Oppong
- Dr. Gupta
- Dr. Palazzo
- Dr. Raudat
- Dr. Helsel
- Ken Conner
- Mr. Fitzgerald
, Population Health Department 
"
76,RUSSELLVILLE HOSPITAL,"CEO at Bankrupt Curae Health: 'Vision Was Correct, But ...",https://www.healthleadersmedia.com/finance/ceo-bankrupt-curae-health-vision-was-correct-circumstances-didnt-pan-out,"none found 
",News from Russellville Hospital | Russellville Hospital,http://www.russellvillehospital.com/about_us/news_from_russellville_hospital.aspx,"unusual behavior notice 
",Saint Mary's Regional Health System - Russellville,https://www.saintmarysregional.com/,"none found 
"
77,COOSA VALLEY MEDICAL CENTER,Coosa Valley Medical Center,https://cvhealth.net/wp-content/uploads/2022/08/CHNA-2022-Powerpoint.pdf,"none found 
",Our Leadership | Baptist Health Montgomery,https://www.baptistfirst.org/about-us/our-leadership,"unusual behavior notice 
",2018 Employee Recognition Ceremony | Coosa Valley Medical Center,https://cvhealth.net/2018-employee-recognition-ceremony/,"none found 
"
78,JACK HUGHSTON MEMORIAL HOSPITAL,Orthopedics,https://www.beckershospitalreview.com/orthopedics.html,"none found 
",Untitled,https://hughston.com/wp-content/uploads/2020/01/Vol-30-No-1-Winter-2018_websm.pdf,"none found 
",291 Hospital and Health System Leaders to Know,https://www.beckershospitalreview.com/lists/291-hospital-and-health-system-leaders-to-know.html,"none found 
"
79,ATMORE COMMUNITY HOSPITAL,ECHCA Announces CEO to Retire,https://www.atmorehealth.org/getpage.php?name=ECHCA_Announces_CEO_to_Retire,"none found 
",ATMORE COMMUNITY HOSPITAL | LinkedIn,https://www.linkedin.com/company/atmore-community-hospital,"none found 
",NEWS - CMS,https://www.atmorehealth.org/getpage.php?name=NEWS_-_CMS,"none found 
"
80,ST VINCENT'S CHILTON,2021 CHNA - Ascension St. Vincent's Chilton,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2021-chna-ascension-st-vincents-chilton.pdf,"none found 
",Shanon Hamilton named Administrator of St. Vincent's Chilton ...,https://about.ascension.org/news/2019/07/shanon-hamilton-named-administrator-of-st-vincents-chilton,"none found 
",FY 2020 - 2022 Community Health Needs Assessment,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2018-chna-ascension-st-vincents-chilton.pdf,"none found 
"
81,WASHINGTON COUNTY HOSPITAL,"Public Health – Seattle & King County - King County, Washington",https://www.kingcounty.gov/en/dept/dph,"none found 
",Public Health > About > Leadership,https://publichealth.harriscountytx.gov/About/Leadership,"none found 
",DNP—Population Health & Systems Leadership | School of Nursing,https://nursing.uw.edu/programs/degree/dnp-phsl/,"unusual behavior notice 
"
82,RED BAY HOSPITAL,Red Bay Hospital,https://www.helenkeller.com/red-bay-hospital,"none found 
",Helen Keller's Buchanan Named to UNA Board of Directors ...,https://hh.health/helen-kellers-buchanan-named-to-una-board-of-directors/,"unusual behavior notice 
",Learn About Baystate Health Leadership,https://www.baystatehealth.org/about-us/leadership,"unusual behavior notice 
"
83,CHOCTAW GENERAL HOSPITAL,Choctaw General Hospital CHNA RD,https://www.ochsnerrush.org/sites/rhs/assets/File/Patients%20and%20Visitors/Choctaw%20General%20Hospital%20CHNA%20FINAL%2012-20.pdf,"unusual behavior notice 
","Chief Executive Officer, Ochsner Health",https://news.ochsner.org/executive-leadership,"unusual behavior notice 
",Ochsner Choctaw General,https://www.ochsnerrush.org/sites/rhs/assets/File/Patients%20and%20Visitors/Ochsner%20Choctaw%20General%20CHNA%202022%20-%20Final.pdf,"unusual behavior notice 
"
84,ST VINCENTS BLOUNT,2021 CHNA - Ascension St. Vincent's Blount,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2021-chna-ascension-st-vincents-blount.pdf,"none found 
",Ascension St. Vincent's (AL) Leadership | Ascension,https://about.ascension.org/about-us/leadership/alabama-leadership,"unusual behavior notice 
",Ascension Alabama,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2018-is-ascension-st-vincents-blount.pdf,"none found 
"
85,TANNER MEDICAL CENTER-EAST ALABAMA,Executive Leadership - Tanner Health System,https://www.tanner.org/about-us/executive-leadership,"Clint Hoffman, MBA FACHE, Senior Vice President Tanner Medical Group 
",Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,"Cathy Cantor MD, Chief Population Health Officer 
",Community Health Needs Assessment,https://www.tanner.org/upload/docs/Community%20Impact/2022-CHNA-TMCEA.pdf,"unusual behavior notice 
"
86,PROVIDENCE ALASKA MEDICAL CENTER,Who We Are | Population Health | Providence,https://www.providence.org/about/initiatives/population-health/who-we-are,"unusual behavior notice 
",Faculty Directory - Health Systems and Population Health,https://hspop.uw.edu/about/faculty/member/?faculty_id=Simmons_Preston,"none found 
",About Providence in Alaska | Providence,https://www.providence.org/about/alaska,"unusual behavior notice 
"
87,MAT-SU REGIONAL MEDICAL CENTER,Search,https://www.matsuregional.com/search?search=Mat-Su%20Regional%20Medical%20Center&moduleid=af5da616-66e8-4c8e-bc0b-a564a0ea5d01,"none found 
",Mat-Su Health Foundation: Home,https://www.healthymatsu.org/,"none found 
","Anne Zink, MD, Chief Medical Officer for Alaska Department of ...",https://www.astho.org/communications/newsroom/2022/anne-zink-announced-as-asthos-80th-president/,"none found 
"
88,BARTLETT REGIONAL HOSPITAL,Sustainability & Recovery Plan | Bartlett Regional Hospital | Juneau ...,http://www.bartletthospital.org/sustainability/,"unusual behavior notice 
","As residents worry about program cuts at Bartlett, hospital leaders ...",https://www.juneauempire.com/news/as-residents-worry-about-program-cuts-at-bartlett-hospital-leaders-worry-about-competition-from-searhc/,"none found 
",Hospital Board Takes Difficult Next Steps on Public Health Programs ...,http://www.bartletthospital.org/news/releases/hospital-board-takes-difficult-next-steps-on-public-health-programs/,"unusual behavior notice 
"
89,FAIRBANKS MEMORIAL HOSPITAL,Leveling the Playing Field for Rural Health Providers ...,https://www.healthleadersmedia.com/technology/leveling-playing-field-rural-health-providers,"unusual behavior notice 
",IU Health Leadership | IU Health,https://iuhealth.org/about-our-system/iu-health-leadership,"none found 
",Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,"none found 
"
90,ALASKA REGIONAL HOSPITAL,Meet our administrative team | Alaska Regional Hospital,https://www.alaskaregional.com/about/meet-our-administrative-team.dot,"unusual behavior notice 
",Sustainability & Recovery Plan | Bartlett Regional Hospital | Juneau ...,http://www.bartletthospital.org/sustainability/,"unusual behavior notice 
",American Indian/Alaska Native Health | Office of Minority Health,https://minorityhealth.hhs.gov/american-indianalaska-native-health,"none found 
"
91,YUKON KUSKOKWIM DELTA REG HOSPITAL,About YKHC – Yukon-Kuskokwim Health Corporation,https://www.ykhc.org/story/about-ykhc/,"none found 
",'A very serious disease': Bethel health leaders plead for more ...,https://www.adn.com/alaska-news/2020/08/20/a-very-serious-disease-bethel-health-leaders-plead-for-more-covid-19-testing-as-new-death-is-reported/,"unusual behavior notice 
",The path to Tribally managed health care in Alaska: 1950s to today,https://www.anthc.org/wp-content/uploads/2021/01/Our-health-in-our-hands.pdf,"none found 
"
92,CENTRAL PENINSULA GENERAL HOSPITAL,NOW Online Summits | HealthLeaders Media,https://www.healthleadersmedia.com/events/virtuals?year_type=past,"none found 
",2022 COMMUNITY HEALTH NEEDS ASSESSMENT,https://www.cpgh.org/wp-content/uploads/2023/02/2022-Community-Health-Needs-Assessment-CPH.pdf,"none found 
",Sutter Health Leadership,https://www.sutterhealth.org/about/leadership,"unusual behavior notice 
"
93,ALASKA NATIVE MEDICAL CENTER,Overview | Alaska Native Tribal Health Consortium,https://www.anthc.org/who-we-are/overview/,"none found 
",Alaska Native Medical Center,https://anmc.org/,"none found 
",Gallup Indian Medical Center | Healthcare Facilities,https://www.ihs.gov/navajo/healthcarefacilities/gallup/,"none found 
"
94,PROVIDENCE VALDEZ MEDICAL CENTER,2024-2026 CHIP – Providence Valdez Medical Center,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2024-2026-chip-providence-valdez-medical-center.pdf,"Nathan D. Johnson, Regional Director, Community Health Investment 
",AHA Names 2023 Rural Hospital Leadership Team Award Winner ...,https://www.aha.org/press-releases/2023-12-20-aha-names-rural-hospital-leadership-team-award-winner-and-finalists,"none found 
",Providence Valdez Medical Center,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2021-23-chip-ak-valdez.pdf?rev=60f621897dcb4e2f91d911c413dd7389&hash=FFFB7C7D2D1C7DCF6A309603E0F446A8,"none found 
"
95,PROVIDENCE SEWARD HOSPITAL,Providence Leadership | Providence,https://www.providence.org/about/leadership,"none found 
",AHA Names 2023 Rural Hospital Leadership Team Award Winner ...,https://www.aha.org/press-releases/2023-12-20-aha-names-rural-hospital-leadership-team-award-winner-and-finalists,"unusual behavior notice 
",Providence Seward Medical Center,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/seward-2022-2024-chip.pdf?rev=1ace885ba8c446abaf4cd3180171a4b8&hash=2E913D56CD8C3863A4B8FEC0501A0F10,"none found 
"
