,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
60,ROCKLEDGE REGIONAL MEDICAL CENTER,Steward Health Care Adds Joe Deschryver As South Regional ...,https://www.rockledgeregional.org/domain-specific/720191/newsroom/2021-06-21/steward-health-care-adds-joe-deschryver-south-regional-president,none found,"Sharon N. Harrell MBA-HM, BSN, RN, CPHIMS - Rockledge ...",https://www.linkedin.com/in/sharonnharrell,none found,Centura Health To Acquire Utah Care Sites From Steward Health ...,https://www.rockledgeregional.org/newsroom/2023-02-15/centura-health-acquire-utah-care-sites-steward-health-care,none found
61,BAPTIST HOSPITAL,Leadership | Atrium Health Wake Forest Baptist,https://www.wakehealth.edu/about-us/leadership,"Jennifer Houlihan, MSP, MA Vice President, Value-Based Care and Population Health, Richard Lord, MD, MA Vice President, Primary Care and Population Health Chair, Family and Community Medicine",58 population health executives to know | 2022,https://www.beckershospitalreview.com/lists/58-population-health-executives-to-know-2022.html,"Parag Agnihotri, MD. Chief Medical Officer of Population Health Services at UCSD Health (San Diego)
Daphne Bascom, MD, PhD. Vice President of Population Health at Saint Luke's Health System (Kansas City, Mo.)
Scott Berkowitz, MD. Chief Population Health Officer and Vice President of Population Health at Johns Hopkins Medicine (Baltimore)
Marilu Bintz, MD. Senior Vice President of Health Population and Strategy at Gunderson Health System (La Crosse, Wis.)
Tangerine Brigham. Chief Administrative Officer, Population Health, at Alameda (Calif.) Health System
Marta Brito Perez. Senior Vice President of Population Health and Post Acute Care Services at Adventist HealthCare (Gaithersburg, Md.)
Mallory Callahan. Director of Population Health Management and Innovation for Nebraska Health Network (Omaha)
Chuck Callahan, DO. Vice President of Population Health for the University of Maryland Medical Center (Baltimore)
Steven Carson, BSN, RN. Senior Vice President, Population Health, Temple University Health System (Philadelphia)
Sang-ick Chang, MD. Division Chief of Primary Care and Population Health of Stanford (Calif.) Medicine
Nichola Davis, MD. Vice President, Chief Population Health Officer  for NYC Health+Hospitals
Desiree de la Torre. Director of Community Affairs and Population Health Improvement of Children's National (Washington, D.C.)
Dan Edelman, DO. Chief Medical Information Officer, Florida Region, and Chief Population Health Officer of Cleveland Clinic (Weston, Fla.)
Kristine Fay. Chief Officer of Population Health and Physician Services at Lee Health (Fort Myers, Fla.)
Rob Fields, MD. Executive Vice President and Chief Population Health Officer of Mount Sinai Health System (New York)
Don Franke. CEO of Amita Health Care Networks and Senior Vice President of Population Health at Amita Health (Arlington Heights, Ill.)
Kristene Grayem, MSN. Chief Population Health Officer and Executive Director of Akron (Ohio) Children's Health Collaborative
Reshma Gupta, MD. Chief of Population Health and Accountable Care at the University of California, Davis
Patrick Hammond, MHA. Chief Market Services Officer and Chief Innovations and Population Health Officer, Emory Healthcare; CEO, Emory Healthcare Network (Atlanta)
Terri Hanlon-Bremer, MSN, RN. Senior Vice President of Employer Solutions and Population Health at TriHealth (Cincinnati)
Carrie Harris-Muller. Senior Vice President and Chief Population Health Officer at OhioHealth (Columbus)
Susan Hawkins. Senior Vice President of Population Health at Henry Ford Health System (Detroit)
Ethan Helm, MD. Vice Chancellor of Population Health for Rutgers Biomedical and Health Sciences and Deputy Chief Population Health Officer at RWJBarnabas Health (West Orange, N.J.)
Jennifer Houlihan. Vice President of Value-Based Care and Population Health at Atrium Health Wake Forest Baptist (Winston-Salem, N.C.)
Jonathan Jaffery, MD. Chief Population Health Officer at UW Health (Madison, Wis.)
Bill Johnjulio, MD. Chief Population Health Officer of Allegheny Health Network (Pittsburgh)
Lindsay Jubelt, MD. Chief Population Health Officer of Mass General Brigham (Boston)
Anthony Keck. Executive Vice President for System Innovation and Chief Population Health Officer at Ballad Health (Johnson City, Tenn.)
Meaghan Kim, BSN, RN. Director of Population Health at Temple University Health System (Philadelphia)
Rhonda Medows, MD. President of Population Health Management at Providence (Renton, Wash.)
Adam Myers, MD. Chief of Population Health at Cleveland Clinic and Chair of Cleveland Clinic Community Care
Tina Mycroft. CFO of EvergreenHealth Kirkland (Wash.)
David Nash, MD. Founding Dean Emeritus at Jefferson College of Population Health (Philadelphia)
Carrie Nelson, MD. Senior Vice President and Chief Medical Officer, Population Health and Health Outcomes at Advocate Aurora Health (Milwaukee, Wis., and Downers Grove, Ill.)
Susan Neves. CFO of Hill Country Memorial Hospital (Fredericksburg, Texas)
Judi Nightingale, DrPH, RN. Director of Population Health at Riverside University Health System (Moreno Valley, Calif.)
Derek Novak. President of the Population Health Services Organization at MercyOne (Des Moines, Iowa)
Kara Odom Walker, MD. Chief Population Health Officer at Nemours Children's Health (Melbourne, Fla.)
Dawn O'Neill. Vice President of Population Health at St. Agnes Hospital (Baltimore)
Philip Oravetz, MD. Chief Population Health Officer at Ochsner Health (New Orleans)
Ami Parekh, MD. Chief Medical Officer for Population Health and Clinical Integration at University of California San Francisco Health
James Parr. Executive Vice President of Operations and CFO of Salem (Ore.) Hospital
Samatha Patrick. CFO of Clark Regional Medical Center (Winchester, Ky.) and Bourbon Community Hospital (Paris, Ky.)
Michael Perry. Vice President of Finance and CFO of Mid Coast-Parkview Health (Brunswick, Maine)
Adam Popp. CFO of Prairie Lakes Healthcare System (Watertown, S.D.)
Trever Porter. Finance Director of Intermountain McKay-Dee Hospital (Ogden, Utah)
Tony Reed. Vice President for Population Health Operations at ChristianaCare (Newark, Del.)
Jamie Reedy, MD. Chief of Population Health at Summit Health (Berkeley Heights, N.J.)
Devdutta Sangvai, MD. Vice President for Population Health Management at Duke Health (Durham, N.C.)
Navkiran Shokar, MD. Chair of the Department of Population Health at the University of Texas at Austin Dell Medical School (Austin, Texas)
Mark Sparta. Executive Vice President of Population Health for Hackensack Meridian Health Network and President of Hackensack University Medical Center (Edison, N.J.)
Douglas Spotts, MD. Chief Health Officer of Meritus Health (Hagerstown, Md.)
Nicholas Stine, MD. System Senior Vice President of Enterprise Population Health atCommonSpirit Health (Chicago)
Mark Terpylak, DO. Senior Vice President of Population Health at Summa Health (Akron, Ohio)
Jim Tidwell, MD. Vice President of Population Health of Owensboro Health (Owensboro, Ky.)
Debbie Welle-Powell. Chief Population Health Officer at Essentia Health (Duluth, Minn.)",Baptist Health Care System Leadership Team | Baptist Health,https://www.baptisthealthsystem.com/about/leadership-team,none found
62,ADVENTHEALTH LAKE WALES,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found,"Imee Unto-Dahl, DNP, RN, CENP - Carondelet Health Network",https://www.linkedin.com/in/imee-unto-dahl-dnp-rn-cenp-39911121a,none found,AdventHealth Lake Wales* 2022-2024 COMMUNITY HEALTH PLAN,https://www.adventhealth.com/sites/default/files/assets/2022-2024-community-health-plan.pdf,none found
63,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,College Leadership » College of Public Health & Health Professions ...,https://phhp.ufl.edu/about-phhp/college-leadership/,none found,Premier | Premier Inc. Recognizes Healthcare Organizations for…,https://premierinc.com/newsroom/press-releases/premier-inc-recognizes-healthcare-organizations-improving-quality-costs,none found,Rural hospitals in crisis mode,https://www.beckershospitalreview.com/finance/rural-hospitals-in-crisis-mode?utm_campaign=bhr&utm_source=website&utm_content=related,none found
64,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,Executive Leadership | Cleveland Clinic,https://my.clevelandclinic.org/about/overview/leadership/executive,none found,Cleveland Clinic Invests in Initiatives that Impact Health of ...,https://newsroom.clevelandclinic.org/2023/12/19/cleveland-clinic-invests-in-initiatives-that-impact-health-of-communities-it-serves,none found,Give | Cleveland Clinic Florida,https://my.clevelandclinic.org/florida/giving,none found
65,DOCTORS MEMORIAL HOSPITAL INC,Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"Carrie Harris-Muller, Senior Vice President and Chief Population Health Officer","Froedtert ThedaCare Health, Inc., Executive Leadership",https://www.froedtert.com/about/executive-leadership,"Imran Andrabi MD FAAFM, President and CEO
Ian Schwartz MD, Chief Clinical Officer 
none found",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health"
66,LEHIGH REGIONAL MEDICAL CENTER,Healthcare/Prime,https://lehighregional.com/careers/why-prime-healthcare/,none found,Lehigh University College of Health,https://health.lehigh.edu/,none found,Careers at Lehigh Regional Medical Center,https://lehighregional.com/careers/,none found
67,ADVENTHEALTH SEBRING,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found,AdventHealth Sebring celebrates new class of internal and family ...,https://www.midfloridanewspapers.com/highlands_news-sun/highlands_health/adventhealth-sebring-celebrates-new-class-of-internal-and-family-medicine-residents/article_c0ca38ea-eb11-11ee-a310-0b48f61ea500.html,none found,AdventHealth | A Leader in Whole-Person Health Care,https://www.adventhealth.com/,none found
68,OSCEOLA REGIONAL MEDICAL CENTER,Hospital Leadership,https://www.orlandohealth.com/about-us/leadership,none found,OSCEOLA COUNTY COMMUNITY HEALTH IMPROVEMENT PLAN ...,https://www.floridahealth.gov/provider-and-partner-resources/community-partnerships/floridamapp/state-and-community-reports/osceola-county/_documents/osceola-chip.pdf,none found,Florida Department of Health in Osceola County,https://osceola.floridahealth.gov/,none found
69,UF HEALTH SHANDS HOSPITAL,UF Health Leadership - About UF Health - UF Health,https://ufhealth.org/about-uf-health/uf-health-leadership,none found,Master of Health Administration (MHA) » Health Services Research ...,https://hsrmp.phhp.ufl.edu/academic-programs/master-of-health-administration-2/,none found,UF Health Shands IS Report 2022,https://ufhealth.org/assets/media/community-health/2023-2025-CHIP-uf-health-shands.pdf,none found
70,BAPTIST MEDICAL CENTER - BEACHES,"Baptist Health Administration | Baptist Health | Jacksonville, FL",https://www.baptistjax.com/about-us/administration,none found,149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"Nichola Davis, MD. Vice President and Chief Population Health Officer of NYC Health + Hospitals (New York City). 
Paul Alexander, MD. Executive Vice President and Chief Health Equity and Transformation Officer at RWJBarnabas Health (Orange, N.J.). 
Evelyn Balogun, MD. Chief Medical Officer of Inspira Medical Group (Mullica Hill, N.J.). 
William Carroll, PharmD. Chief Pharmacy Officer, Vice President of Network Pharmacy Services at Hackensack Meridian Health (Edison, N.J.).",Baptist Health leaders named ones to know | Baptist Health ...,https://www.baptistjax.com/about-us/newsroom/news-releases/four-baptist-health-leaders-recognized-as-executives-to-know-by-becker-s-hospital-review,none found
71,ADVENTHEALTH PALM COAST,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found,Community Health Improvement Plan,https://volusia.floridahealth.gov/programs-and-services/community-health-planning-and-statistics/_documents/CHIP23-25_V4.pdf,none found,AdventHealth Palm Coast Leadership,https://www.adventhealth.com/hospital/adventhealth-palm-coast/adventhealth-palm-coast-leadership,none found
72,BARTOW REGIONAL MEDICAL CENTER,"Cortland Hudson, MSHA - Director of Operations-Bartow Regional ...",https://www.linkedin.com/in/cortlandhudson,none found,Johns Hopkins Health System Fiscal Year 2019 Community Benefits ...,https://www.hopkinsmedicine.org/-/media/migration/all-childrens-hospital/documents/community/jhach-fy-2019-hospital-community-benefit-narrative_final.pdf,none found,"Froedtert ThedaCare Health, Inc., Board of Directors",https://www.froedtert.com/about/board-of-directors,none found
73,NORTH OKALOOSA MEDICAL CENTER,"About Us | North Okaloosa Medical Center | Crestview, FL",https://www.northokaloosa.com/hospital-about-us,none found,North Okaloosa Medical Center | LinkedIn,https://www.linkedin.com/company/northokaloosamedicalcenter,none found,OKALOOSA COUNTY - Community Health Assessment,https://okaloosa.floridahealth.gov/programs-and-services/community-health-planning-and-statistics/_documents/2022OkaloosaCountyCommunityHealthAssessment.pdf,none found
74,SANTA ROSA MEDICAL CENTER,2022 Community Health Needs Assessment,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/santa-rosa-chna-2022.pdf,none found,Advocate Health names Executive Leadership Team Milwaukee ...,https://www.aurorahealthcare.org/news/advocate-health-names-executive-leadership-team,"Don Calcagno, MBA SVP, Chief Population Health Officer, Terry G. Williams, DrPH candidate, MBA SVP, Chief Population Health Officer",Santa Rosa Medical Center names Justin Serrano Chief Executive ...,https://www.srmcfl.com/news-room/santa-rosa-medical-center-names-justin-serrano-chi-18913,none found
75,HOMESTEAD HOSPITAL,Leadership | Department of Public Health | City of Philadelphia,https://www.phila.gov/departments/department-of-public-health/about-us/leadership/,"Dr. Frank Franklin, Interim Health Commissioner
Ryan Taylor, Chief Operating Officer
Palak Raval-Nelson, Deputy Health Commissioner
Dr. Megan Todd, Chief Epidemiologist",Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,"Cathy Cantor MD, Chief Population Health Officer",Kenneth Spell | Executive Leadership | Baptist Health,https://baptisthealth.net/newsroom/executive-leadership/kenneth-spell,none found
76,PALMS OF PASADENA HOSPITAL,Johns Hopkins Health System Fiscal Year 2019 Community Benefits ...,https://www.hopkinsmedicine.org/-/media/migration/all-childrens-hospital/documents/community/jhach-fy-2019-hospital-community-benefit-narrative_final.pdf,none found,Leadership | Clear Lake,https://www.hcahoustonhealthcare.com/locations/clear-lake/about-us/leadership,none found,About Us | HCA Florida Pasadena Hospital,https://www.hcafloridahealthcare.com/locations/pasadena-hospital/about-us,none found
77,MORTON PLANT HOSPITAL,BayCare Leadership,https://baycare.org/about-us/baycare-leadership,none found,USF Health - Morton Plant Mease Family Medicine Residency ...,https://health.usf.edu/medicine/family/residency.html,none found,Hospital Leadership at Morton Plant Hospital,https://baycare.org/locations/hospitals/morton-plant-hospital/about-us/hospital-leadership,none found
78,TAMPA GENERAL HOSPITAL,Leadership Team | Tampa General Hospital,https://www.tgh.org/about-tgh/tampa-general-hospital-leadership,none found,Tampa General Hospital launches new VC fund to drive tech ...,https://www.healthcareitnews.com/news/tampa-general-hospital-launches-new-vc-fund-drive-tech-advancements,"Rachel Feinman, Vice President for Innovation",Tampa General Hospital Executive Biographies,https://www.tgh.org/about-tgh/tampa-general-hospital-leadership/tampa-general-hospital-executive-biographies,none found
79,LAKESIDE MEDICAL CENTER,Leadership - hcdpbc.org,https://www.hcdpbc.org/for-patients/hospital/about-us/leadership,none found,"""Economic Development is Population Health"": A New Vision for ...",https://www.ruralhealthinfo.org/rural-monitor/economic-development,none found,Janet D. Moreland Named Lakeside Medical Center's New Leader ...,https://www.hcdpbc.org/about-us/newsroom/2019/july/janet-d-moreland-named-lakeside-medical-centers-new-leader,none found
80,AVENTURA HOSPITAL AND MEDICAL CENTER,Leadership | HCA Florida Aventura Hospital,https://www.hcafloridahealthcare.com/locations/aventura-hospital/about-us/leadership,none found,Emergency Medicine Residency Faculty | HCA Florida Aventura ...,https://hcahealthcaregme.com/locations/hca-florida-aventura-hospital/emergency-medicine-residency/faculty.dot,"Unusual behavior notice: Webpage: 
 HTTP Status 406 Not Acceptable The target resource does not have a current representation that would be acceptable to the user agent according to the proactive negotiation header fields received in the request and the server is unwilling to supply a default representation Apache Tomcat 8.5.32.",A Diversity and Cultural Proficiency Assessment Tool for Leaders,https://www.aha.org/system/files/2018-02/DiversityTool.pdf,none found
81,SOUTH FLORIDA BAPTIST HOSPITAL,Combined PGY1/PGY2 Corporate Pharmacy Administration and ...,https://baptisthealth.net/academics/residencies-and-fellowships/pharmacy/combined-pgy1-and-pgy2-pharmacy-residency-programs/combined-pgy1-and-pgy2-corporate-pharmacy-administration-and-leadership-residency-program,"Halena Leah Marcelin, Pharm.D., MS, 340B ACE, Program Director, Angelica Berni, Pharm.D., MS, BCPS, Program Coordinator",Public Health Leadership Paramount to Emerging ... - FAU,https://www.fau.edu/newsdesk/articles/covid19-public-health.php,none found,Executive Leadership | Baptist Health,https://baptisthealth.net/newsroom/executive-leadership,none found
82,ED FRASER MEMORIAL HOSPITAL,Executive Team - Ed Fraser Memorial Hospital,https://edfraserhospital.com/baker-county-medical-services/executive-team/,none found,Community Health Assessment for Baker County | Florida ...,https://baker.floridahealth.gov/events/2023/06/CommunityHealthAssessment.html,none found,Public Health 3.0: A Call to Action for Public Health to Meet the ...,https://www.cdc.gov/pcd/issues/2017/17_0017.htm,none found
83,TALLAHASSEE MEMORIAL HOSPITAL,Leadership & Governance | Tallahassee Memorial HealthCare ...,https://www.tmh.org/about-tmh/leadership-and-governance,none found,Lauren Faison - SLA - Tallahassee Memorial HealthCare,https://www.linkedin.com/in/lauren-faison-9128a577,none found,About Us: Non-Profit Healthcare System | TMH,https://www.tmh.org/about-tmh,none found
84,ADVENTHEALTH HEART OF FLORIDA,AdventHealth Heart of Florida | Formerly Heart of Florida,https://www.adventhealth.com/hospital/adventhealth-heart-florida,none found,Heart of Florida Health Center: Home,https://www.myhfhc.org/,none found,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found
85,BAPTIST MEDICAL CENTER - NASSAU,"Baptist Health Administration | Baptist Health | Jacksonville, FL",https://www.baptistjax.com/about-us/administration,none found,"Mayda Antun, M.D., Named Baptist Health Quality Network Medical ...",https://baptisthealth.net/newsroom/press-release/maydaantunmdnamedbaptisthealthqualitynetworkmedicaldirectorofnetworkperformanceandmedicalmanagement,"Mayda Antun, M.D., Medical Director of Network Performance and Medical Management","Baptist Medical Center Nassau | Baptist Health | Fernandina Beach, FL",https://www.baptistjax.com/locations/baptist-medical-center-nassau,none found
86,JACKSON HOSPITAL,Executive Team | Jackson Health System,https://jacksonhealth.org/administrative/executive-team/,"Barbara Fonte, VP Population Health",Jackson Health System Community Health Needs Assessment 2015,https://storage.googleapis.com/jackson-library/reports/2015-chna-report.pdf,none found,Jackson Memorial Hospital | 24/7 Emergency Services in Miami,https://jacksonhealth.org/locations/jackson-memorial-hospital/,none found
87,LOWER KEYS MEDICAL CENTER,"Lower Keys Medical Center | Key West, FL",https://www.lkmc.com/,none found,Key Leaders | About IHS,https://www.ihs.gov/aboutihs/keyleaders/,none found,Improvement Area: Triple Aim and Population Health | Institute for ...,https://www.ihi.org/improvement-areas/improvement-area-triple-aim-and-population-health,none found
88,MAYO CLINIC,About Us - Mayo Clinic,https://www.mayoclinic.org/about-mayo-clinic,none found,Community leaders and Mayo Clinic researchers develop playbook ...,https://newsnetwork.mayoclinic.org/discussion/community-leaders-and-mayo-clinic-researchers-develop-playbook-for-covid-19-health-equity-future-pandemics/,"Mark Wieland, M.D., Community Internal Medicine Physician, Irene Sia, M.D., Infectious Diseases Specialist",Mayo Clinic Leadership - About Us - Mayo Clinic,https://www.mayoclinic.org/about-mayo-clinic/governance/leadership,none found
89,SOUTH MIAMI HOSPITAL,University of Miami Health System | South Florida Health Care ...,https://umiamihealth.org/en/,none found,Jackson Memorial Hospital | 24/7 Emergency Services in Miami,https://jacksonhealth.org/locations/jackson-memorial-hospital/,none found,William Duquette | Executive Leadership | Baptist Health,https://baptisthealth.net/newsroom/executive-leadership/william-duquette,none found
90,LAKE CITY MEDICAL CENTER,The Emergence of Population Health in US Academic Medicine - PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6481447/,"Marc N. Gourevitch, MD, MPH, Lesley H. Curtis, PhD, Maureen S. Durkin, PhD, DrPH, Angela Fagerlin, PhD, Annetine C. Gelijns, PhD, JD, Richard Platt, MD, MSc, Belinda M. Reininger, DrPH, Judith Wylie-Rosett, EdD, RD, Katherine Jones, MA, and William M. Tierney, MD",UnityPoint Health Leadership,https://www.unitypoint.org/about-unitypoint-health/our-organization/leadership,"Scott Kizer, President CEO",University of Utah Celebrates Opening of New Population Health ...,https://healthcare.utah.edu/press-releases/2023/10/university-of-utah-celebrates-opening-of-new-population-health-center-rose,"- Taylor Randall, President of the University of Utah
- Gina Hawley, COO University of Utah Health Hospitals and Clinics"
91,LAKELAND REGIONAL MEDICAL CENTER,Leadership - Lakeland Regional Health,https://www.mylrh.org/leadership/,none found,Internal Medicine - Graduate Medical Education | Lakeland ...,https://gme.mylrh.org/internal-medicine/,none found,Thrive 2025,https://careers.mylrh.org/wp-content/uploads/2023/03/THRIVE_2025_print_VER4.pdf,none found
92,CENTRAL FLORIDA REGIONAL HOSPITAL,Orlando Health Leadership Team,https://www.orlandohealth.com/about-us/leadership,none found,UF Health Leadership - About UF Health - UF Health,https://ufhealth.org/about-uf-health/uf-health-leadership,none found,Public Health Leadership Paramount to Emerging ... - FAU,https://www.fau.edu/newsdesk/articles/covid19-public-health.php,none found
93,DOCTORS HOSPITAL OF SARASOTA,Leadership | HCA Florida Sarasota Doctors Hospital,https://www.hcafloridahealthcare.com/locations/sarasota-doctors-hospital/about-us/leadership,none found,Sarasota Memorial Administrators,https://www.smh.com/Home/About-Us/Administrators,"Unusual behavior notice: Webpage: 
 Service Unavailable.",Florida Department of Health,https://www.floridahealth.gov/,none found
94,PLANTATION GENERAL HOSPITAL,Leaders in Research | University of Michigan School of Public Health,https://sph.umich.edu/research-education/research.html,none found,Master of Public Health (M.P.H.) | NSU College of Osteopathic ...,https://osteopathic.nova.edu/degrees/masters/public-health-mph/index.html,none found,Public Health Careers | Florida Department of Health,https://www.floridahealth.gov/about/careers/index.html,none found
95,BOCA RATON REGIONAL HOSPITAL,Boca Raton Regional Hospital | Hospital in Boca Raton,https://www.brrh.com/,none found,Public Health Leadership Paramount to Emerging ... - FAU,https://www.fau.edu/newsdesk/articles/covid19-public-health.php,none found,Executive Leadership | Hospital in Boca Raton,https://www.brrh.com/about/executive-leadership/,none found
96,ADVENTHEALTH TAMPA,AdventHealth Tampa 2023-2025 Community Health Plan,https://www.adventhealth.com/sites/default/files/assets/adventhealth-tampa-2023-2025-community-health-plan.pdf,none found,What Does a Population Health Manager Do? | AdventHealth ...,https://www.ahu.edu/blog/population-health-manager,none found,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found
97,DESOTO MEMORIAL HOSPITAL,Baptist Memorial Hospital-DeSoto | Southaven Hospital,https://www.baptistonline.org/locations/desoto,none found,"Community Health Assessment DeSoto County, Florida",https://www.floridahealth.gov/provider-and-partner-resources/community-partnerships/floridamapp/state-and-community-reports/desoto-county/_documents/DeSoto_CHA2.pdf,none found,Our Leaders at Baptist Memorial Health Care Corporation,https://www.baptistonline.org/about/leadership,none found
98,PALM BEACH GARDENS MEDICAL CENTER,Palm Beach County Health Department,https://palmbeach.floridahealth.gov/,none found,HCAA Alumni Updates - June 2018 | Trinity University,https://www.trinity.edu/academics/departments/health-care-administration/health-connections/june-2018/hcaa-alumni-updates-june-2018,"Ashley Nelson ’14, director of Population Health Advisors",Health Care District of Palm Beach County - hcdpbc.org,https://www.hcdpbc.org/,none found
99,CAPE CANAVERAL HOSPITAL,Health First on LinkedIn: We are excited to announce that the Health ...,https://www.linkedin.com/posts/health-first_we-are-excited-to-announce-that-the-health-activity-7188272970383937536-51-j,none found,3-2-1 Liftoff! Health First Breaks Ground on New Cape Canaveral ...,https://hf.org/news/3-2-1-liftoff-health-first-breaks-ground-new-cape-canaveral-hospital-merritt-island,none found,A new era begins for Cape Canaveral Hospital,https://mynews13.com/fl/orlando/news/2024/03/21/new-cape-canaveral-hospital,none found
