,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
60,WICKENBURG COMMUNITY HOSPITAL,Who We Are - Wickenburg Community Hospital & Clinics,https://wickhosp.com/about/,"none found 
",Infection Prevention - HEALTHCARE,https://www.wickhosp.com/blog/infection-prevention/,"none found 
",Home - Wickenburg Community Hospital & Clinics,https://wickhosp.com/,"none found 
"
61,BENSON HOSPITAL,DHCFP Leadership,https://dhcfp.nv.gov/About/AdminSupport/DHCFP_Leadership/,"unusual behavior notice 
",Executive Leadership | Skagit Regional Health,https://www.skagitregionalhealth.org/about-us/executive-leadership-team,"unusual behavior notice 
","Trust in Medicine, the Health System & Public Health | Daedalus ...",https://direct.mit.edu/daed/article/151/4/67/113710/Trust-in-Medicine-the-Health-System-amp-Public,"none found 
"
62,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.","Health & Social Services | Cochise County, AZ",https://www.cochise.az.gov/372/Health-Social-Services,"none found 
",Community Health Needs Assessment 2021-2023 Northern Cochise ...,https://www.tmcaz.com/northern-cochise-community-hospital/_assets/documents/ncch-benson-community-health-needs-assessment-2024-2026.pdf,"none found 
",Arizona Critical Access Hospitals: Community Health Needs 2023,https://crh.arizona.edu/sites/default/files/2023-08/230803_CHNA_Brief.pdf,"none found 
"
63,PAGE HOSPITAL,Population Health Leadership At Essential Hospitals,https://essentialhospitals.org/wp-content/uploads/2019/03/Toolkit-Hiring-Evaluating-Population-Health-Executives.pdf,"none found 
",Exchange Insight Reports | Page 6 | HealthLeaders Media,https://www.healthleadersmedia.com/exchange-insight-reports?page=5,"none found 
",Public Health AmeriCorps | AmeriCorps,https://americorps.gov/serve/americorps/americorps-state-national/public-health-americorps,"unusual behavior notice 
"
64,HOPI HEALTH CARE CENTER,Hopi Health Care Center | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/hopi/,"none found 
",Hopi Health Care Center | Center For Rural Health,https://crh.arizona.edu/hopi-health-care-center,"unusual behavior notice 
",LT Tessa Fletcher - Public Health Service,https://www.usphs.gov/officer-spotlight/lt-tessa-fletcher/,"none found 
"
65,PARKER INDIAN HEALTH CENTER,Colorado River Service Unit | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/coloradoriver/,"none found 
",Parker Indian Health Center | Center For Rural Health,https://crh.arizona.edu/parker-indian-health-center,"none found 
",Health Literacy | Healthcare Communication,https://www.ihs.gov/healthcommunications/health-literacy/,"none found 
"
66,HUHU KAM MEMORIAL HOSPITAL,Hu Hu Kam Memorial Hospital | Center For Rural Health,https://crh.arizona.edu/hu-hu-kam-memorial-hospital-0,"none found 
",Residency Profile: Hu Hu Kam Memorial Hospital | Marshall B ...,https://www.ketchum.edu/optometry/residency-programs/residency-profile-hu-hu-kam-memorial-hospital,"unusual behavior notice 
",Public Health System Capacity in Arizona:,https://crh.arizona.edu/sites/default/files/2023-08/230717_Public_Health_Capacity_Report%20.pdf,"unusual behavior notice 
"
67,SAGE MEMORIAL HOSPITAL,Community Health Needs Assessment and Implementation Plan,https://sagememorial.com/wp-content/uploads/2023/08/2023-Community-Health-Needs-Assessment-and-Implementation-Plan-FINAL-Board-approved-18-AUG-2023.pdf,"none found 
",Navajo Area | Indian Health Service (IHS),https://www.ihs.gov/navajo/,"none found 
",The population health approach: A qualitative study of conceptual ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607218/,"none found 
"
68,LITTLE COLORADO MEDICAL CENTER,Little Colorado Medical Center's 2020 Community HEalth Needs ...,https://www.lcmcwmh.com/file/94894c45-62d1-4538-b108-913e2cd891a6,"none found 
",Colorado School of Public Health,https://coloradosph.cuanschutz.edu/,"none found 
",About Us,https://www.lcmcwmh.com/About-Us,"none found 
"
69,COPPER QUEEN COMMUNITY HOSPITAL,Executive Team | Copper Queen Community Hospital,https://www.cqch.org/executive-team,"none found 
",Nathalie O'Shea - Copper Queen Community Hospital,https://www.linkedin.com/in/nathalieoshea,"none found 
","Our Mission, Vision and Values | Copper Queen Community Hospital",https://www.cqch.org/our-mission-vision-and-values,"none found 
"
70,HOLY CROSS HOSPITAL,Sitemap,https://www.trinity-health.org/sitemap.aspx,"none found 
",About Us | Holy Cross Medical Center | Providence,https://www.providence.org/locations/socal/holy-cross-medical-center/about-us,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"President, Medical Group - Holy Cross Florida job in Ft. Lauderdale ...",https://jobs.trinity-health.org/job/TRHEUS00506869EXTERNALENUS/President-Medical-Group-Holy-Cross-Florida,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
71,COBRE VALLEY REGIONAL MEDICAL CENTER,About Us - CEO Statement | Cobre Valley Regional Medical Center,https://cvrmc.org/about-us/ceo-statement/,"none found 
",Presenter Profiles,https://crh.arizona.edu/sites/default/files/2022-04/RHC2017-Speakers.pdf,"Martha Moore-Monroy, MA , is a REACH Program Director and a lecturer at the University of Arizona Mel and Enid Zuckerman College of Public Health. The primary focus of her professional career has been population health, women’s health, community health worker interventions, and the development of coalitions dedicated to the elimination of health disparities facing underserved populations. Ms. Monroy is the Southwest Regional Director for the National REACH Coalition Board of Directors, and has served as a consultant and collaborator to a variety of university, community, and non-governmental organizations focused on health equity. 
",About Cobre Valley Regional Medical Center | Quality Healthcare in ...,https://cvrmc.org/about-us/,"unusual behavior notice 
"
72,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,Whiteriver Indian Hospital | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/whiteriver/,"unusual behavior notice 
",Working Through Change | National Rural Health Resource Center,https://www.ruralcenter.org/resources/working-through-change,"unusual behavior notice 
",White Mountain Regional Medical Center - Home,https://www.wmrmc.com/,"none found 
"
73,LA PAZ REGIONAL HOSPITAL,Arizona Critical Access Hospitals: Community Health Needs 2023,https://crh.arizona.edu/sites/default/files/2023-08/230803_CHNA_Brief.pdf,"none found 
",La Paz Regional Hospital & Clinics Careers and Employment ...,https://www.indeed.com/cmp/La-Paz-Regional-Hospital-&-Clinics,"unusual behavior notice 
",LA PAZ COMMUNITY HOSPITAL The Lapaz Community | Chegg.com,https://www.chegg.com/homework-help/questions-and-answers/la-paz-community-hospital-lapaz-community-hospital-lch-limited-incorporated-september-2003-q109231169,"unusual behavior notice 
"
74,BANNER PAYSON MEDICAL CENTER,Banner University Medicine Begins New Era in Academic Medicine ...,https://phoenixmed.arizona.edu/about/news/banner-university-medicine-begins-new-era-academic-medicine,"unusual behavior notice 
",Executive Leadership,https://www.bannerhealth.com/about/leadership/executive,"none found 
",Banner Health and UArizona College of Medicine – Phoenix Partner ...,https://phoenixmed.arizona.edu/news/gme-expansion,"unusual behavior notice 
"
75,SILOAM SPRINGS REGIONAL HOSPITAL,"Siloam Springs Regional Hospital | Siloam Springs, AR",https://www.northwesthealth.com/siloam-springs-regional-hospital,"unusual behavior notice 
",Northwest Health - The leadership team at Siloam Springs Regional ...,https://m.facebook.com/NWHealthAR/photos/the-leadership-team-at-siloam-springs-regional-hospital-recently-welcomed-allan-/915018357303731/,"none found 
",Northwest Health | Bentonville | Springdale | Siloam Springs | Willow ...,https://www.northwesthealth.com/,"none found 
"
76,JOHNSON REGIONAL MEDICAL CENTER,Johnson Regional Medical Center,https://www.jrmc.com/Content/Uploads/jrmc.com/files/Issued%20Johnson%20CHNA%20Report%202022.pdf,"unusual behavior notice 
",Parkview Health Executive Leadership,http://www.parkview.com/about-us/parkview-leadership/parkview-executive-leadership,"unusual behavior notice 
",Johnson City Medical Center | Ballad Health,https://www.balladhealth.org/locations/hospitals/johnson-city-medical-center,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
77,WASHINGTON REGIONAL MEDICAL CENTER,Dr. Thomas Named Vice President - Population Health | News ...,https://www.wregional.com/main/news/dr-thomas-named-vice-president-population-health-61,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Leadership Team Members - MedStar Washington Hospital Center,https://www.medstarhealth.org/locations/medstar-washington-hospital-center/leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Leadership Team | Washington Regional Medical System,https://www.wregional.com/main/leadership-team,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
78,CHI-ST VINCENT INFIRMARY,Arkansas Health Network Promotes Camille Wilson to Vice ...,https://www.chistvincent.com/about/news/news/2022/05/19/arkansas-health-network-promotes-camille-wilson-to-vice-president-of-population-health-management,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,AHN Leadership Team - Arkansas Health Network,https://arkansashealthnetwork.com/meet-the-ahn-leadership-team/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,CHI St. Vincent Board of Directors / Leadership,https://www.chistvincent.com/about/chi-st-vincent-board-of-directors,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
79,MERCY HOSPITAL NORTHWEST ARKANSAS,Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Rural Health Value Summit: Driving Value Through Community ...,https://ruralhealthvalue.public-health.uiowa.edu/files/RHV_VBC_SDOH_Summit.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,About Mercy | Mercy,https://www.mercy.net/about/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
80,CHAMBERS MEMORIAL HOSPITAL,Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,"none found 
",Health First Indiana: Pledge to Act,https://www.in.gov/healthfirstindiana/pledge-to-act/,"none found 
",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health 
"
81,WHITE COUNTY MEDICAL CENTER,Leadership | Department of Public Health & Environment,https://cdphe.colorado.gov/about-cdphe/leadership,"none found 
",231+ Black healthcare leaders to know | 2024,https://www.beckershospitalreview.com/lists/231-black-leaders-in-healthcare-2024.html,"Deneen Richmond, President of Luminis Health Doctors Community Medical Center for Chief Quality and Population Health Officer for Luminis Health 
",Public Health 3.0: A Call to Action for Public Health to Meet the ...,https://www.cdc.gov/pcd/issues/2017/17_0017.htm,"unusual behavior notice 
"
82,MENA REGIONAL HEALTH SYSTEM,"Alliance and AAHCI Presentations, Recordings, and Additional ...",https://www.aamc.org/career-development/affinity-groups/alliance-and-aahci/alliance-and-aahci-presentations-recordings-and-additional-resources,"none found 
",Science Health Education (SHE) Center | Dana-Farber Cancer ...,https://www.dana-farber.org/global-health/science-health-education-center,"Navid Madani, PhD, Program Director 
",Middle East/North Africa Regional Office | Global Health | CDC,https://www.cdc.gov/global-health/regional/middle-east-north-africa.html,"none found 
"
83,UAMS MEDICAL CENTER,UAMS Fay W. Boozman College of Public Health,https://publichealth.uams.edu/,"none found 
",Available Positions - UAMS College of Medicine,https://medicine.uams.edu/familymedicine/about/available-positions/,"- Carla [Job Title Not Found], 
- [Name Not Found] Population Health Medical Director 
",Fast Facts | UAMS,https://web.uams.edu/about/fast-facts/,"unusual behavior notice 
"
84,NORTH ARKANSAS REGIONAL MEDICAL CENTER,"About NYITCOM at Arkansas State (Jonesboro, Arkansas ...",https://www.nyit.edu/arkansas/about_nyitcom_at_arkansas_state_jonesboro_arkansas,"unusual behavior notice 
",Healthcare Preparedness Contact Arkansas Department of Health,https://www.healthy.arkansas.gov/programs-services/topics/healthcare-preparedness-contacts,"none found 
",ASTHO: Association of State and Territorial Health Officials,https://www.astho.org/,"none found 
"
85,BAPTIST HEALTH - VAN BUREN,Facilities Archives | Page 5 of 12 | Baptist Health,https://www.baptist-health.com/blog/news_category/facilities/page/5,"unusual behavior notice 
",Baptist Health Careers & Jobs | Join Our Community Today,https://www.baptisthealthcareers.com/,"unusual behavior notice 
",Our leadership... - Baptist Health Fort Smith & Van Buren | Facebook,https://www.facebook.com/BaptistHealthFS/posts/our-leadership-award-this-month-goes-to-pharmacy-director-michael-shepherd-pharm/10159382968719474/,"none found 
"
86,FORREST CITY MEDICAL CENTER,Forrest City Medical Center | LinkedIn,https://www.linkedin.com/company/forrest-city-medical-center,"none found 
",Division of Public Health Sciences – Wake Forest School of Medicine,https://school.wakehealth.edu/departments/public-health-sciences,"Kristie Foley, PhD, MS, Associate Director for Population Health Sciences, Comprehensive Cancer Center, Chair, Implementation Science, Vice Dean, Research Strategy and Integration, Professor, Implementation Science 
",Advocate Health Names Executive Leadership Team,https://atriumhealth.org/about-us/newsroom/news/2022/12/advocate-health-names-executive-leadership-team,"unusual behavior notice 
"
87,ST BERNARDS MEDICAL CENTER,"Population Health | St. Bernards Healthcare | Jonesboro, AR",https://www.stbernards.info/services/primary-care/population-health/,"unusual behavior notice 
","Carla Smith - Manager, Population Health - St. Bernards Healthcare",https://www.linkedin.com/in/carla-smith-3b881487,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"St. Bernards Healthcare | Jonesboro, AR",https://www.stbernards.info/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
88,NORTHWEST MEDICAL CENTER,Leadership | UW Medicine,https://www.uwmedicine.org/about/leadership,"unusual behavior notice 
",Northwest Public Health & Primary Care Leadership Institute ...,https://www.nwcphp.org/training/northwest-public-health-leadership-institute,"unusual behavior notice 
",Management Team | LifeBridge Health,https://www.lifebridgehealth.org/about/management-team,"Sharon McClernan, Vice President Population Health 
"
89,CHI ST. VINCENT HOSPITAL HOT SPRINGS,CHI St. Vincent Board of Directors / Leadership,https://www.chistvincent.com/about/chi-st-vincent-board-of-directors,"none found 
",CDC's National Institute for Occupational Safety and Health's Impact ...,https://www.cdc.gov/media/releases/2024/p0318-Worker-Burnout.html,"none found 
",Health at Home | Health Services In The Comfort Of Where You Live,https://www.chistvincent.com/clinical-services/clinical-services-a-z/health-at-home,"unusual behavior notice 
"
90,BAXTER REGIONAL MEDICAL CENTER,Baxter Physician Partners Recognized as a National Leader in ...,https://www.baxterhealth.org/news-updates/2023/june/baxter-physician-partners-recognized-as-a-nation/,"Karman Nesbitt, Director of Primary Care Clinics, Skipper McCormick, APRN, Clinic Quality Coordinator, population health nurses, care coordinators 
",Leadership | UW Medicine,https://www.uwmedicine.org/about/leadership,"unusual behavior notice 
",Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,"Cathy Cantor MD, Chief Population Health Officer 
"
91,CONWAY REGIONAL HEALTH SYSTEM,Mission & Vision,https://www.conwayregional.org/about/mission-vision,"none found 
",Letter from the DIO,https://www.conwayregionalgme.org/about/about-us/letter-from-the-dio,"none found 
","Conway Regional To Require Vaccine For All New Hires, Leaders",https://www.conwayregional.org/about/news/conway-regional/2021/07/30/conway-regional-to-require-vaccine-for-all-new-hires-leaders,"unusual behavior notice 
"
