,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
45,"MEMORIAL HOSPITAL, THE",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health",58 population health executives to know | 2022,https://www.beckershospitalreview.com/lists/58-population-health-executives-to-know-2022.html,"Parag Agnihotri, MD. Chief Medical Officer of Population Health Services at UCSD Health (San Diego)., Daphne Bascom, MD, PhD. Vice President of Population Health at Saint Luke's Health System (Kansas City, Mo.)., Scott Berkowitz, MD. Chief Population Health Officer and Vice President of Population Health at Johns Hopkins Medicine (Baltimore)., Marilu Bintz, MD. Senior Vice President of Health Population and Strategy at Gunderson Health System (La Crosse, Wis.)., Tangerine Brigham. Chief Administrative Officer, Population Health, at Alameda (Calif.) Health System., Marta Brito Perez. Senior Vice President of Population Health and Post Acute Care Services at Adventist HealthCare (Gaithersburg, Md.)., Mallory Callahan. Director of Population Health Management and Innovation for Nebraska Health Network (Omaha)., Chuck Callahan, DO. Vice President of Population Health for the University of Maryland Medical Center (Baltimore)., Steven Carson, BSN, RN. Senior Vice President, Population Health, Temple University Health System (Philadelphia)., Sang-ick Chang, MD. Division Chief of Primary Care and Population Health of Stanford (Calif.) Medicine., Nichola Davis, MD. Vice President, Chief Population Health Officer  for NYC Health+Hospitals., Desiree de la Torre. Director of Community Affairs and Population Health Improvement of Children's National (Washington, D.C.)., Dan Edelman, DO. Chief Medical Information Officer, Florida Region, and Chief Population Health Officer of Cleveland Clinic (Weston, Fla.)., Kristine Fay. Chief Officer of Population Health and Physician Services at Lee Health (Fort Myers, Fla.)., Rob Fields, MD. Executive Vice President and Chief Population Health Officer of Mount Sinai Health System (New York)., Don Franke. CEO of Amita Health Care Networks and Senior Vice President of Population Health at Amita Health (Arlington Heights, Ill.)., Kristene Grayem, MSN. Chief Population Health Officer and Executive Director of Akron (Ohio) Children's Health Collaborative., Reshma Gupta, MD. Chief of Population Health and Accountable Care at the University of California, Davis., Patrick Hammond, MHA. Chief Market Services Officer and Chief Innovations and Population Health Officer, Emory Healthcare; CEO, Emory Healthcare Network (Atlanta)., Terri Hanlon-Bremer, MSN, RN. Senior Vice President of Employer Solutions and Population Health at TriHealth (Cincinnati)., Carrie Harris-Muller. Senior Vice President and Chief Population Health Officer at OhioHealth (Columbus)., Susan Hawkins. Senior Vice President of Population Health at Henry Ford Health System (Detroit)., Ethan Helm, MD. Vice Chancellor of Population Health for Rutgers Biomedical and Health Sciences and Deputy Chief Population Health Officer at RWJBarnabas Health (West Orange, N.J.)., Jennifer Houlihan. Vice President of Value-Based Care and Population Health at Atrium Health Wake Forest Baptist (Winston-Salem, N.C.)., Jonathan Jaffery, MD. Chief Population Health Officer at UW Health (Madison, Wis.)., Bill Johnjulio, MD. Chief Population Health Officer of Allegheny Health Network (Pittsburgh)., Lindsay Jubelt, MD. Chief Population Health Officer of Mass General Brigham (Boston)., Anthony Keck. Executive Vice President for System Innovation and Chief Population Health Officer at Ballad Health (Johnson City, Tenn.)., Meaghan Kim, BSN, RN. Director of Population Health at Temple University Health System (Philadelphia)., Rhonda Medows, MD. President of Population Health Management at Providence (Renton, Wash.)., Adam Myers, MD. Chief of Population Health at Cleveland Clinic and Chair of Cleveland Clinic Community Care., Tina Mycroft. CFO of EvergreenHealth Kirkland (Wash.)., David Nash, MD. Founding Dean Emeritus at Jefferson College of Population Health (Philadelphia)., Carrie Nelson, MD. Senior Vice President and Chief Medical Officer, Population Health and Health Outcomes at Advocate Aurora Health (Milwaukee, Wis., and Downers Grove, Ill.)., Susan Neves. CFO of Hill Country Memorial Hospital (Fredericksburg, Texas)., Judi Nightingale, DrPH, RN. Director of Population Health at Riverside University Health System (Moreno Valley, Calif.)., Derek Novak. President of the Population Health Services Organization at MercyOne (Des Moines, Iowa)., Kara Odom Walker, MD. Chief Population Health Officer at Nemours Children's Health (Melbourne, Fla.)., Dawn O'Neill. Vice President of Population Health at St. Agnes Hospital (Baltimore)., Philip Oravetz, MD. Chief Population Health Officer at Ochsner Health (New Orleans)., Andrew Ozmun. Finance Director of Riverton (Utah) and Alta View Hospital (Sandy, Utah)., Ami Parekh, MD. Chief Medical Officer for Population Health and Clinical Integration at University of California San Francisco Health., James Parr. Executive Vice President of Operations and CFO of Salem (Ore.) Hospital., Samatha Patrick. CFO of Clark Regional Medical Center (Winchester, Ky.) and Bourbon Community Hospital (Paris, Ky.)., Michael Perry. Vice President of Finance and CFO of Mid Coast-Parkview Health (Brunswick, Maine)., Adam Popp. CFO of Prairie Lakes Healthcare System (Watertown, S.D.)., Trever Porter. Finance Director of Intermountain McKay-Dee Hospital (Ogden, Utah)., Tony Reed. Vice President for Population Health Operations at ChristianaCare (Newark, Del.)., Jamie Reedy, MD. Chief of Population Health at Summit Health (Berkeley Heights, N.J.)., Devdutta Sangvai, MD. Vice President for Population Health Management at Duke Health (Durham, N.C.)., Navkiran Shokar, MD. Chair of the Department of Population Health at the University of Texas at Austin Dell Medical School (Austin, Texas)., Mark Sparta. Executive Vice President of Population Health for Hackensack Meridian Health Network and President of Hackensack University Medical Center (Edison, N.J.)., Douglas Spotts, MD. Chief Health Officer of Meritus Health (Hagerstown, Md.)., Nicholas Stine, MD. System Senior Vice President of Enterprise Population Health atCommonSpirit Health (Chicago)., Mark Terpylak, DO. Senior Vice President of Population Health at Summa Health (Akron, Ohio)., Jim Tidwell, MD. Vice President of Population Health of Owensboro Health (Owensboro, Ky.)., Debbie Welle-Powell. Chief Population Health Officer at Essentia Health (Duluth, Minn.)..",Summer Public Health Scholars Program | Columbia University ...,https://www.publichealth.columbia.edu/academics/special-programs/pathway-programs/summer-public-health-scholars-program,none found
46,YUMA DISTRICT HOSPITAL,Our Leadership - Yuma Regional Medical Center,https://www.yumaregional.org/about-us/our-leadership/,"Dr. Robert “Bob” Trenschel, President & Chief Executive Officer",Current Openings - Yuma Hospital,https://yumahospital.org/current-openings/,none found,Fort Yuma Service Unit | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/fortyuma/,none found
47,SPANISH PEAKS REGIONAL HEALTH CENTER,Spanish Peaks Regional Health Center | Walsenburg | Colorado,https://www.sprhc.org/operation-elevation.html,none found,Local Health Services | City of Walsenburg,https://cityofwalsenburg.colorado.gov/our-community/local-health-services,none found,"James Adeyelu, MPH, BSRT, RRT, CHPM, CSM - Co-chair Patient ...",https://www.linkedin.com/in/james-adeyelu-mph-bsrt-rrt-chpm-csm-9bb878177?trk=learning-course&upsellOrderOrigin=lilblog_08-12-19_leader-at-work_learning,none found
48,GRAND RIVER MEDICAL CENTER,"About Us | Grand River Medical Group | Dubuque, IA",https://www.grandrivermedicalgroup.com/about-us/,none found,Our Hospitals,https://www.mha.org/about/our-hospitals/,none found,Colorado River Service Unit | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/coloradoriver/,none found
49,MIDDLE PARK MEDICAL CENTER,Kremmling Memorial Hospital District dba Middle Park Health ...,https://middleparkhealth.org/wp-content/uploads/2022/07/Annual-CAH-Review-2019.pdf,none found,Leadership | Department of Public Health & Environment,https://cdphe.colorado.gov/about-cdphe/leadership,none found,Kremmling Memorial Hospital District dba Middle Park Health ...,https://middleparkhealth.org/wp-content/uploads/2021/05/Annual-CAH-Review-2018_2.pdf,none found
50,ST VINCENT GENERAL HOSPITAL DISTRICT,About Us | St. Vincent Health,https://leadvillehospital.com/mission-vision-values/,none found,Mass. public health leader says care at St. Vincent Hospital is safe ...,https://www.telegram.com/story/news/2024/07/14/mass-dph-report-praises-care-at-st-vincent-hospital/74352292007/,none found,Allegheny Health Network Leadership & Board of Directors,https://www.ahn.org/about/leadership,"William K. Johnjulio, MD, Chief Population Health Officer, Medical Director, Clinically Integrated Network"
51,GUNNISON VALLEY HOSPITAL,Paramedics | Gunnison Valley Health,https://www.gunnisonvalleyhealth.org/our-services/paramedics/,none found,"Health Coalition of the Gunnison Valley | Gunnison County, CO ...",https://www.gunnisoncounty.org/943/Health-Coalition-of-the-Gunnison-Valley,none found,Gunnison Valley Health: Hospital in Gunnison Valley,https://www.gunnisonvalleyhealth.org/,none found
52,MT SAN RAFAEL HOSPITAL,"Mt. San Rafael Hospital / 410 Benedicta Avenue, Trinidad CO ...",https://www.msrhc.org/,none found,Our Members | Gov. Office - Office of eHealth and Innovation,https://oehi.colorado.gov/ehealth-commission/our-members,"Krystal Morwood, Manager, Health Information Systems Branch, Center for Health and Environmental Data, CDPHE
Amy Bhikha, Chief Data Officer, Colorado Governor's Office of Information Technology 
Cory Hussain, MD, FAMIA, Associate Chief Medical Information Officer, Denver Health 
Sophia Gin, Senior Vice President, Global Delivery Systems at Cigna
Toni Baruti, Chief Technology and Innovation Officer at AllHealth Network 
Mona A. Baset, Vice President, Digital Services, SCL Health 
Patrick Gordon, President and CEO, Rocky Mountain Health Plans 
Kevin Stansbury, MS, JD, FACHE, Chief Executive Officer, Lincoln Health 
Michael Archuleta, Chief Information Officer, Mt. San Rafael Hospital 
Parrish Steinbrecher, Division Director, Department of Health Care Policy and Financing, HCPF
Misgana Tesfaye, Director of the Business Innovation, Technology & Security Division, Colorado Department of Human Services",About Us,https://www.msrhc.org/getpage.php?name=aboutus,none found
53,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,UCHealth Medical Center of the Rockies | Loveland | Colorado,https://www.uchealth.org/locations/uchealth-medical-center-of-the-rockies/,none found,About Us | Denver Health Hospital and Clinics | Denver Health,https://www.denverhealth.org/about-denver-health,none found,Our Boards - Western Healthcare Alliance,https://www.wha1.org/our-boards/,"Paula Belcher, Director, Population Health Analytics & Performance,Memorial Regional Health"
54,PROWERS MEDICAL CENTER,Prowers Medical Center,https://www.prowersmedical.com/wp-content/uploads/Prowers-Medical-Center-CHNA-Report-Final-11.30.2021-1.pdf,none found,"James Adeyelu, MPH, BSRT, RRT, CHPM, CSM - Co-chair Patient ...",https://www.linkedin.com/in/james-adeyelu-mph-bsrt-rrt-chpm-csm-9bb878177?trk=learning-course&upsellOrderOrigin=lilblog_08-12-19_leader-at-work_learning,none found,Hospital Transformation Project Year Three: Progress and ...,https://www.prowersmedical.com/hospital-transformation-project-year-three-progress-and-opportunities/,none found
55,ASPEN VALLEY HOSPITAL,Community Hospital Leadership | Aspen Valley Hospital,https://www.aspenhospital.org/who-we-are/leadership/,none found,"News Flash • Pitkin County, CO • CivicEngage",https://pitkincounty.com/CivicAlerts.asp?AID=220&ARC=310,"Karen Koenemann, Pitkin County Public Health Director",Roaring Fork Population Health | Aspen Valley Hospital,https://www.aspenhospital.org/healthy-journey/population-health/,"Elaine Gerson, General Counsel, Chief Transformation Officer and Administrator of AVH Ambulatory Clinics"
56,PIONEERS MEDICAL CENTER,Celebrating 10 Hispanic pioneers in medicine | AAMC,https://www.aamc.org/news/celebrating-10-hispanic-pioneers-medicine,none found,"PMC Hospital | Pioneers Medical Center Meeker, CO",https://www.pioneershospital.org/,none found,Temple Center for Population Health | Temple Health,https://www.templehealth.org/services/population-health,"Steven R. Carson, MHA, BSN, RN, Senior Vice President of Population Health"
57,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,UCHealth Southern Colorado Leadership | Colorado Springs,https://www.uchealth.org/about/leadership/colorado-springs-region-leadership/,none found,2024–2026 IMPLEMENTATION STRATEGY,https://uchealth-wp-uploads.s3.amazonaws.com/wp-content/uploads/2023/11/13084501/2024-2026-PPRH-CHNA-Implementation-Plan_20230907_0510.pdf,none found,UCHealth Pikes Peak Regional Hospital | Woodland Park,https://www.uchealth.org/locations/uchealth-pikes-peak-regional-hospital/,none found
58,SOUTHWEST MEMORIAL HOSPITAL,Senior Leadership Team | Southwest Health,https://www.swhealth.org/about-us/senior-leadership-team/,none found,Regional leaders create Accountable Care Community with support ...,https://www.balladhealth.org/news/regional-leaders-create-accountable-care-community,"Dr. Paula Masters, Ballad Health’s vice president of population health.",Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,none found
59,PAGOSA SPRINGS MEDICAL CENTER,Pagosa Springs Medical Center: Home,https://www.pagosaspringsmedicalcenter.org/?,none found,"25+ Nursing Jobs, Employment in Pagosa Springs, CO July 19, 2024","https://www.indeed.com/q-nursing-l-pagosa-springs,-co-jobs.html","Unusual behavior notice: Webpage: 
 Verifying you are human. This may take a few seconds. www.indeed.com needs to review the security of your connection before proceeding..",EMS/Ambulance - Pagosa Springs Medical Center,https://www.pagosaspringsmedicalcenter.org/departments/ems-ambulance/,none found
60,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,Healthcare Preparedness Contact Arkansas Department of Health,https://www.healthy.arkansas.gov/programs-services/topics/healthcare-preparedness-contacts,none found,Arkansas Valley Regional Medical Center Board ... - SECO NEWS,https://seconews.org/article/3069,none found,Joshua Ewing on LinkedIn: #coloradohospitals #healthcareheroes,https://www.linkedin.com/posts/joshua-r-ewing_coloradohospitals-healthcareheroes-activity-7118063312751263744-Uk3P,none found
61,KEEFE MEMORIAL HOSPITAL,About - Keefe Memorial Health Service District,https://keefemh.org/about/,none found,Melissa Bosworth - Culture of Health Leaders,https://cultureofhealth-leaders.org/meettheleaders/melissa-bosworth-copy/index.html,none found,COVID-19 Resources - Keefe Memorial Health Service District,https://keefemh.org/patient-resources/covid-19-resources/,none found
62,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,St. Thomas More Hospital | Canon City | CommonSpirit Health,https://www.mountain.commonspirit.org/location/st-thomas-more-hospital,none found,Kristi Olson named St. Thomas More Hospital CEO – Canon City ...,https://www.canoncitydailyrecord.com/2019/05/08/kristi-olson-named-st-thomas-more-hospital-ceo/,none found,"CommonSpirit Health | Health Care in Colorado, Kansas & Utah",https://www.mountain.commonspirit.org/,none found
63,ST FRANCIS HOSPITAL & MEDICAL CENTER,"Leadership, Saint Francis Health System, Tulsa, Oklahoma, OK",https://www.saintfrancis.com/about-us/leadership/,"Scott Ptacnik, Chief Population Health Officer",Executive Leadership Team at Allina Health,https://www.allinahealth.org/about-us/leadership,"Hsieng Su MD, Senior Vice President Chief Medical Executive 
Dominica Tallarico, Executive Vice President and Chief Operating Officer 
Elizabeth Truesdell Smith JD MPH, Senior Vice President General Counsel and Secretary to the Allina Health Board of Directors",Sitemap,https://www.trinity-health.org/sitemap.aspx,none found
64,DAY KIMBALL HOSPITAL,Leadership Team | Day Kimball Healthcare Management Team,https://www.daykimball.org/about-day-kimball-healthcare/management-team/,none found,"Karen V Duhamel, DNP, MSHCE, RN, CNE - Day Kimball Hospital ...",https://www.linkedin.com/in/karen-v-duhamel-dnp-mshce-rn-cne-7b2a6149,none found,Day Kimball Healthcare Announces Positive Operating Results and ...,https://www.daykimball.org/day-kimball-healthcare-announces-positive-operating-results-and-high-marks-for-care-at-its-125th-annual-corporators-meeting/,none found
65,SHARON HOSPITAL,About Us | Nuvance Health,https://www.nuvancehealth.org/about-us,none found,"TESTIMONY OF CHRISTINA MCCULLOCH, RN, BSN, MBA ...","https://www.cga.ct.gov/2023/phdata/TMY/2023SB-01067-R000322-McCulloch,%20Christina,%20President-Sharon%20Hospital-Opposes-TMY.PDF",none found,Management Team | LifeBridge Health,https://www.lifebridgehealth.org/about/management-team,"Sharon McClernan, Vice President, Population Health"
66,WATERBURY HOSPITAL,Waterbury Health Names New CEO | Waterbury Hospital,https://www.waterburyhospital.org/newsroom/2021/waterbury-health-names-new-ceo/,none found,Connecticut Department of Public Health,https://portal.ct.gov/dph,none found,About | Waterbury Hospital,https://www.waterburyhospital.org/about-waterburyhealth/about-us/about/,none found
67,STAMFORD HOSPITAL,"Stamford Health Executive Leadership Team | Stamford, CT",https://www.stamfordhealth.org/about/stamford-health-executive-leadership-team/,none found,Summer Public Health Scholars Program | Columbia University ...,https://www.publichealth.columbia.edu/academics/special-programs/pathway-programs/summer-public-health-scholars-program,none found,Stamford Health Board of Directors,https://www.stamfordhealth.org/about/stamford-health-board-of-directors/,none found
68,LAWRENCE & MEMORIAL HOSPITAL,"LMH Health Senior Leadership | LMH Health | Lawrence, KS",https://www.lmh.org/about-us/administrative-council/,none found,Physician Opportunities – Lawrence + Memorial Hospital,https://www.lmhospital.org/careers/physician-opportunities,none found,LMH Health Summer Leadership Academy,https://www.lmh.org/lmh-health-leadership-academy/,none found
69,JOHNSON MEMORIAL HOSPITAL,Executive Team | Johnson County Kansas,https://www.jocogov.org/department/health-and-environment/about-health-environment/executive-team,"Charlie Hunt, Senior Analyst at the Kansas Health Institute (KHI)",Leadership l Johnson Memorial Health,https://www.johnsonmemorial.org/leadership,none found,Northwestern Memorial HealthCare Corporate Leadership ...,https://www.nm.org/about-us/leadership,none found
70,BRIDGEPORT HOSPITAL,Yale New Haven Health | Medical Staff Leadership,https://www.bridgeporthospital.org/about/medical-staff-leadership,none found,Bridgeport Hospital official gets national fellowship,https://www.ctpost.com/local/article/Bridgeport-Hospital-official-gets-national-10804868.php,"Gina L. Calder, vice president of ambulatory services, Bridgeport Hospital",Yale New Haven Health and American Academy of Nursing ...,https://www.bridgeporthospital.org/news/yale-new-haven-health-and-american-academy-of-nursing-announce-the-2023-class-of-new-fellows,none found
71,CHARLOTTE HUNGERFORD HOSPITAL,Charlotte Hungerford Hospital,https://hartfordhealthcare.org/file%20library/chna/chna-charlotte-hungerford-hospital-2022.pdf,none found,Charlotte Hungerford Hospital Careers | Charlotte Hungerford ...,https://charlottehungerford.org/health-professionals/for-job-seekers,none found,Untitled,https://hartfordhealthcare.org/file%20library/chna/chna-chh-2021.pdf,none found
72,ROCKVILLE GENERAL HOSPITAL,Connecticut Department of Public Health,https://portal.ct.gov/dph,none found,Nurses in Disaster Preparedness and Public Health Emergency ...,https://www.ncbi.nlm.nih.gov/books/NBK573904/,none found,RWJF Public Health Nurse Leaders - Campaign for Action,https://campaignforaction.org/our-network/grantee-and-award-programs/public-health-nurse-leaders/,none found
73,SAINT MARY'S HOSPITAL,Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,"Cathy Cantor, Chief Population Health Officer",Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,none found,St. Mary's County Health Department: Home,https://smchd.org/,none found
74,MIDSTATE MEDICAL CENTER,CHA Recognizes Healthcare Heroes Across State | MidState ...,https://midstatemedical.org/about/news-press/news-detail?articleid=56852,none found,Mid-State Health Center: Home,https://www.midstatehealth.org/,none found,"Pre-Hospital EMS | MidState Medical Center | Meriden, CT",https://midstatemedical.org/services/emergency-services/departments-services/pre-hospital-ems,none found
75,GREENWICH HOSPITAL ASSOCIATION -,Greenwich Hospital names Diane P. Kelly as president and Marc ...,https://www.greenwichhospital.org/news/gh-names-diane-p-kelly-as-president-and-marc-kosak-as-coo,"Diane P. Kelly, President, and Marc Kosak, Chief Operating Officer",Community Health - Connecticut Hospital Association,https://cthosp.org/advocacy/community-health/?mobileFormat=false,none found,"Candidate CV: Holly Grace, MD | AMA",https://www.ama-assn.org/system/files/cv-holly-grace.pdf,"Holly Elizabeth Grace, MD, Concentration in Global and Population Health"
76,MIDDLESEX HOSPITAL,Department of Public Health staff directory | Mass.gov,https://www.mass.gov/lists/department-of-public-health-staff-directory,"Sai Cherala MD, Assistant Commissioner Director of Office of Population Health, Department of Public Health
Rumi Palova-Plotnik, Deputy Assistant Commissioner, Department of Public Health
Dana Bernson, Director of Data Science Research and Epidemiology, Office of Population Health",Rutgers School of Public Health,https://sph.rutgers.edu/,none found,Search Population Health Jobs at Hackensack Meridian Health,https://jobs.hackensackmeridianhealth.org/category/population-health-jobs/748/8688736/1,"- Senior Clinical Information Coordinator - Population Health, HMH HOSPITALS CORPORATION"
77,WINDHAM COMM MEM HOSP & HATCH HOSP,Windham Hospital | Hartford HealthCare | CT,https://hartfordhealthcare.org/locations-partners/windham-hospital,none found,"Our History | Windham Hospital | Willimantic, CT",https://windhamhospital.org/about-us/our-history,none found,Bill Schubart: Lessons from a community-engaged hospital in ...,https://vtdigger.org/2023/10/15/bill-schubart-lessons-from-a-community-engaged-hospital-in-vermont/,none found
78,YALE-NEW HAVEN HOSPITAL,"Board of Trustees, Officers and Administration - Yale New Haven ...",https://www.ynhhs.org/about/leadership,"- Ohm Deshpande, MD, Vice President, Population Health & Clinical Financial Services
- Arnold DoRosario, MD, Chief Population Officer",YSPH alumna Pamela Sutton-Wallace to lead Yale New Haven Health,https://ysph.yale.edu/news-article/ysph-alumna-pamela-sutton-wallace-to-lead-yale-new-haven-health/,"Pamela Sutton-Wallace, President, Yale New Haven Health",Executive Leadership | Yale Health,https://yalehealth.yale.edu/executive-leadership,none found
79,WILLIAM W BACKUS HOSPITAL,Community Health - Connecticut Hospital Association,https://cthosp.org/advocacy/community-health/?mobileFormat=false,none found,Backus Hospital Unveils 2022 Community Health Improvement Plan ...,https://backushospital.org/about-us/news/news-detail?articleId=38040&publicid=533,"Joseph Zuzel, director of Community Health for Hartford HealthCare’s East Region",Oswego Health Leadership Changes: 2023 Incoming President ...,https://www.oswegohealth.org/news/releases/oswego-health-leadership-changes-2023-incoming-president-ceo-michael-backus-appoints-his-corporate-leadership-team/,none found
80,HARTFORD HOSPITAL,Connecticut Department of Public Health,https://portal.ct.gov/dph,none found,Leadership & Governance | Hartford HealthCare - Hartford HealthCare,https://hartfordhealthcare.org/about-us/leadership-governance,none found,About the Commissioner,https://portal.ct.gov/dph/about-the-commissioner,none found
81,MANCHESTER MEMORIAL HOSPITAL,"Froedtert ThedaCare Health, Inc., Executive Leadership",https://www.froedtert.com/about/executive-leadership,"Imran Andrabi MD FAAFM, President and CEO
Ian Schwartz MD, Chief Clinical Officer 
none found",2024 Press Releases,https://portal.ct.gov/OHS/Services/News-and-Press-Releases/Press-Releases/2024-Press-Releases,none found,Public Health 3.0: A Call to Action for Public Health to Meet the ...,https://www.cdc.gov/pcd/issues/2017/17_0017.htm,none found
82,ST VINCENT'S MEDICAL CENTER,Mass. public health leader says care at St. Vincent Hospital is safe ...,https://www.telegram.com/story/news/2024/07/14/mass-dph-report-praises-care-at-st-vincent-hospital/74352292007/,none found,Mount Saint Vincent and Saint Joseph's Medical Center Announce ...,https://mountsaintvincent.edu/college-of-mount-saint-vincent-and-saint-josephs-medical-center-announce-naming-of-the-saint-josephs-school-of-nursing/,none found,149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"Nichola Davis, MD. Vice President and Chief Population Health Officer of NYC Health + Hospitals (New York City). 
Paul Alexander, MD. Executive Vice President and Chief Health Equity and Transformation Officer at RWJBarnabas Health (Orange, N.J.). 
Evelyn Balogun, MD. Chief Medical Officer of Inspira Medical Group (Mullica Hill, N.J.)."
83,BRISTOL HOSPITAL,Executive Management & Senior Leadership Team | About Us ...,https://www.inspirahealthnetwork.org/about-us/executive-management-senior-leadership-team,"April M. Venable, MBA, FACHE, Senior Vice President, Operations Strategy & Transformation",About Bristol Health | Medical & Healthcare Network CT,https://www.bristolhealth.org/About-Us,none found,Who We Are - Commissioner,https://www.vdh.virginia.gov/commissioner/,"Laurie Forlano, DO, MPH, State Epidemiologist
Suresh Soundararajan, Chief Information Officer
Vacant, Deputy Commissioner for Population Health and Preparedness"
84,GRIFFIN HOSPITAL,"Leadership | Griffin Health - Derby, Connecticut",https://www.griffinhealth.org/about/governance/leadership/,none found,Senior leadership at Northwell Health,https://www.northwell.edu/about/leadership,"Debbie Salas Lopez MD MPH, Senior Vice President Community Wellness and Population Health","Community Benefit Report | Griffin Health - Derby, Connecticut",https://www.griffinhealth.org/about/documents-publications/community-benefit-report/,none found
85,DANBURY HOSPITAL,Connecticut Department of Public Health,https://portal.ct.gov/dph,none found,About Us | Nuvance Health,https://www.nuvancehealth.org/about-us,none found,Industry Focus Reports | Page 5 | HealthLeaders Media,https://www.healthleadersmedia.com/industry-focus-reports?page=4,none found
86,NORWALK HOSPITAL,About Us | Nuvance Health,https://www.nuvancehealth.org/about-us,none found,Joyce Bretherton - Nuvance Health & Norwalk Hospital,https://www.linkedin.com/in/joyce-depanfilis-bretherton,none found,Summer Public Health Scholars Program | Columbia University ...,https://www.publichealth.columbia.edu/academics/special-programs/pathway-programs/summer-public-health-scholars-program,none found
87,"HOSPITAL OF CENTRAL CONNECTICUT, THE",Connecticut Department of Public Health,https://portal.ct.gov/dph,none found,Community Health Needs Assessment | thocc.org | CT,https://thocc.org/community-health-needs-assessment,none found,Hartford HealthCare announces new central region president,https://www.ctinsider.com/recordjournal/article/hartford-healthcare-gina-calder-president-19259714.php,none found
88,JOHN DEMPSEY HOSPITAL,Leadership | UConn Health,https://health.uconn.edu/about/leadership,"Khadija Poitras-Rhea, Associate Vice President Population Health",Dr. Scott Allen Appointed Chief Medical Officer of UConn Health ...,https://today.uconn.edu/2021/08/176235/,"Dr. Scott Allen, Chief Medical Officer",About | UConn Health,https://health.uconn.edu/about,none found
89,"CONNECTICUT HOSPICE INC,THE",Leadership - Connecticut Hospice,https://www.hospice.com/leadership/,none found,Extracurricular Activities & Student-run Organizations | Yale School ...,https://ysph.yale.edu/admissions-financial-aid/student-and-alumni-life/student-activities/,none found,Nurturing Tomorrow's Healers: Hospice Care Education ...,https://www.hospice.com/nurturing-tomorrows-healers-hospice-care-education/,none found
90,MASONICARE HEALTH CENTER,Leadership Team | Meet the Staff at Masonicare in CT,https://www.masonicare.org/about-us/leadership-team,none found,"Masonicare on LinkedIn: On Saturday, Masonicare President & CEO ...",https://www.linkedin.com/posts/masonicare_on-saturday-masonicare-president-ceo-jp-activity-7195890999284453378-dw16,none found,Senior Living in CT | Carefree Retirement at Masonicare,https://www.masonicare.org/,none found
91,HEBREW HOME AND HOSPITAL INC,NYC Health + Hospitals - public health care system in the US,https://www.nychealthandhospitals.org/,none found,"Froedtert ThedaCare Health, Inc., Executive Leadership",https://www.froedtert.com/about/executive-leadership,"Imran Andrabi MD FAAFM, President and CEO
Ian Schwartz MD, Chief Clinical Officer 
none found",Senior leadership at Northwell Health,https://www.northwell.edu/about/leadership,"Zenobia Brown, MD Senior Vice President, Associate Chief Medical Officer,  Debbie Salas-Lopez, MD, MPH Senior Vice President, Community Wellness and Population Health"
92,CHRISTIANACARE,"Rose Kakoza, M.D., MPH, Senior Clinical Network Director ...",https://news.christianacare.org/our-experts-media/rose-kakoza/,"Rose Kakoza, M.D., MPH Senior Clinical Network Director, Population Health",Our Leadership | ChristianaCare,https://christianacare.org/us/en/about-us/who-we-are/our-leadership.html,none found,"Kathleen Eldridge, M.D., Appointed Clinical Director, Population ...",https://news.christianacare.org/2022/04/kathleen-eldridge-m-d-appointed-clinical-director-population-health-partnerships/,"Kathleen Eldridge, M.D., Clinical Director, Population Health Partnerships, Christine Donohue-Henry, M.D., Chief Population Health Officer"
93,ST FRANCIS HOSPITAL,"Leadership, Saint Francis Health System, Tulsa, Oklahoma, OK",https://www.saintfrancis.com/about-us/leadership/,"Scott Ptacnik, Chief Population Health Officer",Our Leadership,https://www.rsfh.com/about/leadership/,"Dr. Robert Oliverio, Vice President & Chief Medical Officer – Ambulatory Care & Population Health",Master of Public Health | Saint Francis University,https://www.francis.edu/academics/degrees-programs/master-of-public-health-online,none found
